"","BBB-WBO-B21","BBB-WBV-B70","BBO-BBO-B16","BBO-BBY-B27","BBO-WBO-B16","BBO-WBV-B64","BBR-BBB-B50","BBR-BBG-B38","BBR-BBY-B26","BBY-WBG-B42","BPO-BPO-O16","BPR-BPG-O38","BPR-BPR-O02","BPY-BPG-O42","BPY-BPY-O29","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111110874",0,1,12,2,6,1,1,0,7,1,2,0,1,0,3,2,12,3,0,8,2,1,3,7,2,1,0,0,2,1
"LOC111112351",7,6,3,0,13,17,2,8,3,3,0,7,0,1,3,7,10,3,0,9,0,11,0,5,2,2,3,0,5,1
"LOC111110750",128,111,76,59,94,88,47,44,67,17,6,45,8,12,18,108,78,10,12,81,12,34,5,57,44,63,29,11,34,3
"LOC111111648",1,0,1,0,54,1,0,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"LOC111115186",0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,1,2,1,0,0,0,0,3,0,0,2,0
"LOC111114883",5,30,6,21,52,35,13,11,28,0,2,2,1,0,1,12,3,1,0,40,3,1,1,3,8,6,2,0,4,0
"LOC111115124",167,100,57,50,89,187,27,79,110,32,8,36,2,7,11,66,84,22,8,91,16,38,10,47,36,35,12,4,94,2
"LOC111112392",0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,1,0,0,0,0
"LOC111116029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"LOC111110896",0,3,6,1,1,3,0,1,1,8,0,0,0,0,1,1,3,0,0,4,1,0,0,5,3,1,1,0,0,1
"LOC111110897",145,121,20,29,126,214,17,25,51,16,0,60,3,2,9,127,64,14,2,109,14,40,12,34,58,10,9,4,50,3
"LOC111115910",24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111111657",87,19,9,2,7,37,9,58,22,7,1,5,5,1,4,11,22,1,0,3,6,3,4,8,8,8,21,0,5,0
"LOC111111451",6,36,1,18,4,38,8,26,32,1,1,25,0,0,2,3,17,2,0,33,8,3,0,1,1,14,1,1,15,0
"LOC111112426",2,1,0,0,2,0,1,2,2,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,1,0
"LOC111112088",4,1,21,1,2,14,0,2,4,1,0,0,0,0,2,0,3,0,0,0,8,1,0,2,3,2,0,0,1,0
"LOC111112427",0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
"LOC111110946",153,84,103,95,99,94,70,104,124,22,13,104,18,10,23,97,143,37,9,69,22,58,8,121,67,83,18,12,25,2
"LOC111110947",0,0,4,0,6,0,0,0,2,0,1,0,0,0,3,0,3,1,0,12,0,0,0,6,1,4,0,0,0,0
"LOC111112428",12,10,7,6,18,22,7,6,12,1,1,3,0,1,3,12,8,2,0,7,0,4,0,10,5,3,3,1,5,0
"LOC111115044",1,2,3,4,4,6,0,2,2,0,0,0,0,0,0,10,1,0,0,3,0,0,1,2,2,2,0,0,3,0
"LOC111111802",2,1,4,1,3,1,0,2,0,0,1,0,0,0,4,1,3,1,0,1,0,0,0,0,1,0,4,1,1,0
"LOC111115228",15,15,11,6,17,13,4,11,13,7,4,11,1,0,1,5,8,0,1,12,4,1,2,12,6,4,0,0,5,0
"LOC111112429",2,4,1,0,5,2,0,2,1,2,0,4,0,0,1,2,2,0,1,4,7,1,0,2,1,1,0,8,1,0
"LOC111112431",2,4,0,5,4,1,3,6,1,3,0,4,1,1,1,0,5,1,0,0,3,1,0,2,9,10,2,0,1,0
"LOC111115528",16,13,12,10,23,21,6,7,10,2,1,5,1,1,2,15,6,6,0,8,5,5,1,6,2,5,0,1,5,0
"LOC111115455",3,2,1,2,5,4,1,1,3,4,0,4,0,0,1,0,0,0,0,2,3,0,0,4,4,0,2,3,5,0
"LOC111112436",8,9,2,4,3,8,8,8,4,3,2,2,0,0,3,5,10,0,0,21,1,4,0,10,2,4,3,0,6,0
"LOC111110733",19,17,12,9,26,20,13,16,23,2,2,9,2,0,2,5,15,6,0,4,6,6,1,11,7,1,3,5,10,0
"LOC111112437",7,1,5,0,1,0,0,1,1,0,1,3,1,1,1,7,10,0,1,5,2,0,0,6,0,3,1,0,1,0
"LOC111110734",6,2,6,30,13,4,3,21,3,1,2,1,0,1,1,4,1,1,0,1,1,3,0,14,11,4,2,1,3,0
"LOC111112438",44,43,53,22,61,22,34,44,44,17,11,21,8,2,15,40,34,16,2,60,11,19,5,65,23,42,25,3,31,2
"LOC111112940",17,14,28,13,29,11,12,19,28,4,4,10,6,1,4,15,31,5,3,42,4,14,2,38,15,25,13,0,7,0
"LOC111112198",4,3,10,2,0,1,1,2,2,2,0,3,0,0,0,5,8,2,0,5,2,1,1,3,1,4,2,1,4,0
"LOC111112464",28,27,24,14,32,16,10,5,12,9,5,11,5,2,4,10,24,3,0,29,4,4,0,8,12,14,2,12,11,0
"LOC111114488",0,0,5,0,3,1,2,0,0,0,0,4,0,1,0,3,3,0,1,2,1,0,0,1,2,0,0,0,2,0
"LOC111115707",0,0,0,0,2,2,1,1,1,3,0,0,0,0,0,3,1,0,1,4,0,0,0,2,1,1,0,0,2,0
"LOC111113126",0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,0,0,0
"LOC111114474",6,7,49,33,129,37,29,8,21,6,4,65,10,7,8,50,42,2,4,16,3,17,26,36,40,30,4,1,26,0
"LOC111113157",0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,5,0,0,0,0,0,0
"LOC111113292",147,145,39,58,145,139,58,90,77,45,17,51,5,16,16,76,76,10,11,96,21,39,6,93,52,49,24,6,84,0
"LOC111112484",3,2,0,0,3,3,0,5,3,4,0,0,0,0,1,1,2,0,1,6,1,2,1,2,0,3,1,1,13,0
"LOC111112486",4,5,0,1,3,2,2,1,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
"LOC111115823",0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LOC111112497",100,181,8,4,59,150,90,142,69,49,11,45,12,7,33,218,137,24,10,46,30,3,7,60,7,34,26,2,54,4
"LOC111112779",9,2,8,11,6,2,12,9,5,3,4,1,3,0,2,17,12,0,0,8,2,3,1,16,9,7,4,1,1,0
"LOC111114854",1,2,1,0,0,3,35,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111113309",446,304,332,157,381,418,167,303,320,85,24,236,34,16,48,380,203,73,16,275,43,99,21,185,102,136,84,75,221,6
"LOC111112605",1221,1229,822,469,1297,1353,408,698,799,179,91,503,106,70,185,1086,959,150,64,610,289,299,86,716,443,459,240,731,586,361
"LOC111112549",4,2,4,3,4,1,4,1,6,2,0,3,1,0,0,4,3,0,0,6,4,1,3,11,2,2,2,1,5,1
"LOC111112680",5,3,4,6,1,1,5,5,7,0,0,8,4,0,3,5,4,6,1,4,1,0,0,6,5,4,3,1,1,0
"LOC111112553",2,27,8,1,12,0,2,7,16,12,0,0,0,0,0,28,8,5,2,5,8,0,0,1,3,4,6,0,13,0
"Trnat-ggu_20",24,15,7,13,18,17,7,4,12,2,2,6,3,3,7,11,17,2,3,7,1,11,1,9,9,8,5,10,1,0
"LOC111112598",0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,7,2,0,1,0,0,0
"LOC111112611",0,0,7,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,9,0
"LOC111111580",7,5,1,3,8,9,1,2,5,0,3,1,2,8,0,3,5,0,1,1,1,0,1,4,1,4,2,20,2,0
"LOC111111581",4,4,0,2,1,7,1,3,2,1,0,1,1,5,0,7,5,1,2,0,0,0,0,4,0,1,0,22,0,0
"LOC111112199",6,7,1,0,7,4,3,2,3,1,1,1,2,12,0,0,0,1,0,4,0,0,0,0,0,3,2,20,0,0
"LOC111112200",9,6,1,3,6,5,1,1,1,0,0,3,2,6,1,5,4,0,1,3,1,2,0,2,2,5,3,17,1,0
"LOC111111439",7,9,4,3,11,19,7,4,3,5,3,1,1,15,0,8,4,2,0,5,2,1,1,6,2,9,3,58,1,0
"LOC111116070",4,5,0,1,4,6,2,1,1,0,0,1,1,6,0,5,2,0,0,3,0,0,0,3,2,4,1,14,1,0
"LOC111113348",25,11,8,1,32,13,2,32,2,3,0,13,0,0,2,25,13,3,2,20,8,2,2,29,7,8,0,0,3,0
"LOC111111994",5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0
"LOC111112740",2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,11,0,1,0,0,0,1,0,0,1,0
"LOC111112330",6,0,0,3,1,2,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4,0
"LOC111112806",8,16,3,6,17,8,3,10,11,3,0,5,1,2,2,1,0,1,1,8,1,1,4,17,5,10,1,0,10,0
"LOC111112804",1,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,1,1,0,27,0,0,0,3,2,0,0,0,0,0
"LOC111112805",3,0,0,1,1,0,0,2,7,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0
"LOC111112232",7,10,8,7,5,4,11,15,9,2,1,2,2,1,5,11,8,0,0,6,2,1,0,7,8,3,4,1,4,0
"LOC111115830",0,0,5,7,12,0,0,1,2,0,1,2,1,0,0,5,4,1,0,0,0,2,1,3,6,0,0,0,1,0
"LOC111113467",5,0,4,5,12,2,3,4,18,1,2,15,1,1,1,9,11,4,0,5,1,2,1,10,2,9,2,1,3,0
"LOC111111395",1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"LOC111113468",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,2,0,0,0,0
"Trnat-ggu_21",28,33,26,19,17,61,7,25,30,6,4,15,8,1,6,29,39,6,1,20,6,10,1,20,22,5,17,2,7,1
"LOC111112834",0,0,0,0,2,1,2,3,4,0,0,5,3,0,1,1,1,0,0,1,0,0,0,2,0,1,1,0,0,0
"LOC111112828",85,39,89,56,25,46,26,50,65,11,8,21,5,4,13,63,89,10,4,30,14,20,5,55,38,21,27,59,12,2
"LOC111112818",2,13,4,4,7,6,0,2,3,0,0,0,0,0,2,4,3,1,0,2,1,1,0,1,1,2,1,0,3,0
"LOC111113307",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,3,0,0,0
"LOC111113488",53,40,40,66,64,52,34,44,81,21,13,18,12,2,24,45,98,18,1,16,16,9,4,24,36,20,40,1,27,1
"LOC111111207",180,172,109,78,178,198,72,158,158,35,24,61,17,9,14,123,122,32,10,127,43,74,15,96,49,47,63,50,77,3
"LOC111115927",33,25,18,36,72,44,15,26,26,5,2,14,6,1,20,72,44,4,2,79,7,8,11,17,20,27,15,0,7,1
"LOC111113273",227,148,95,63,238,137,76,94,89,40,19,45,15,7,34,151,170,28,14,119,43,47,15,171,121,99,33,26,88,2
"LOC111112541",569,520,409,333,510,555,257,467,416,99,51,249,79,35,100,485,482,104,36,443,144,171,55,249,216,217,111,93,238,67
"LOC111110975",113,1,0,0,0,1,0,7,2,19,0,0,0,1,0,27,1,0,1,1,0,1,0,0,1,0,0,0,3,0
"LOC111114747",0,0,0,0,1,0,2,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"LOC111114744",85,101,81,31,91,92,51,93,58,17,6,42,6,0,7,88,59,8,5,61,17,33,1,48,30,33,27,1,38,1
"LOC111114756",22,11,10,3,33,17,6,8,13,5,2,7,1,2,4,12,15,4,0,15,5,10,1,7,12,7,2,0,2,0
"LOC111114745",0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,4,1,1,0,3,1,1,0,6,0,2,0,0,0,0
"LOC111114728",14,16,10,6,12,6,6,7,7,0,0,1,0,0,2,5,5,1,0,6,1,0,0,2,5,1,0,0,4,0
"LOC111114721",457,529,267,226,588,484,167,554,312,82,51,203,46,42,107,391,567,78,32,274,115,109,36,206,145,150,130,87,252,9
"LOC111113506",48,73,13,7,32,23,15,59,9,8,2,12,0,1,2,27,40,8,4,17,25,14,3,16,6,7,8,3,21,0
"LOC111111355",7,7,2,14,64,0,4,2,1,1,1,11,3,0,0,9,1,1,0,11,1,2,0,6,4,3,0,0,0,1
"LOC111111123",20,10,4,13,65,2,13,0,3,1,0,9,0,0,0,13,0,4,0,12,9,3,0,7,6,4,2,0,0,0
"LOC111111062",5,8,6,5,3,12,4,1,2,0,0,1,0,0,1,2,7,1,0,2,2,0,0,1,1,0,1,0,3,0
"LOC111112389",1,0,3,2,0,0,3,1,1,0,0,0,1,0,0,2,4,2,1,2,0,1,0,1,1,2,0,0,1,0
"LOC111113521",15,0,0,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1
"LOC111113522",13,1,0,1,0,3,0,3,1,1,0,5,0,1,0,6,3,0,0,0,0,0,0,15,5,4,2,0,0,0
"LOC111114846",105,74,83,32,107,104,18,44,30,11,4,24,6,1,15,77,52,19,7,54,15,12,9,37,38,32,13,0,63,1
"LOC111116166",41,12,16,14,19,31,17,32,26,6,1,15,1,1,0,31,32,1,1,25,2,6,2,19,4,10,7,0,20,0
"LOC111115495",0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"LOC111115460",180,182,149,99,197,233,60,189,148,35,10,62,15,5,24,166,161,14,15,148,41,62,11,81,77,75,47,20,47,3
"LOC111112918",186,79,97,58,178,154,42,76,108,27,6,74,14,2,24,85,99,20,4,76,39,48,6,85,47,48,42,3,34,2
"LOC111115177",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,4,0,0,0
"LOC111112750",128,168,197,94,164,195,100,138,182,28,23,123,14,27,54,173,148,22,7,180,31,40,16,146,87,81,49,8,71,2
"LOC111112637",3,1,0,0,2,3,4,8,4,1,1,4,0,0,0,4,6,0,0,6,0,4,1,1,5,2,4,0,0,0
"LOC111112636",106,54,52,21,111,88,17,69,58,20,10,34,7,6,25,104,95,20,6,81,10,24,8,94,41,66,30,92,44,1
"LOC111113537",26,13,9,0,16,18,4,2,9,2,0,1,0,1,0,9,6,4,3,0,0,4,1,2,0,0,2,0,15,2
"LOC111110738",6,2,16,5,6,9,1,12,3,1,0,8,2,1,1,3,3,2,1,6,5,11,0,0,4,2,0,0,2,0
"LOC111115479",17,67,6,3,21,65,9,7,6,16,1,5,1,1,2,24,6,5,2,8,4,4,1,12,2,2,1,0,7,0
"LOC111113542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0
"LOC111113545",32,36,11,10,51,25,13,15,16,6,1,10,0,0,1,24,12,1,1,9,3,7,2,9,18,8,3,0,22,2
"LOC111111223",152,182,148,84,180,222,60,47,157,39,23,77,26,17,27,168,145,24,16,158,22,42,15,122,84,104,63,42,53,2
"LOC111111230",1,1,0,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"LOC111111240",16,3,11,3,31,20,1,13,12,6,5,8,5,5,5,11,10,0,0,13,5,5,0,20,14,9,10,8,7,0
"LOC111113547",4,3,2,1,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0
"LOC111111239",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111111231",12,4,39,21,9,7,15,37,31,4,1,16,4,2,6,18,36,5,0,24,4,8,2,30,16,12,7,2,2,0
"LOC111111224",0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0
"LOC111113548",2,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"LOC111115990",10,11,4,1,9,14,2,1,7,2,0,0,1,2,1,9,3,0,0,0,0,0,2,2,0,0,0,1,5,0
"LOC111111630",15,0,14,1,12,10,1,2,0,3,1,3,0,0,0,6,4,0,0,7,0,0,0,1,0,1,0,0,8,0
"LOC111115063",0,5,16,5,1,10,13,2,4,3,1,3,1,0,1,27,4,1,2,4,4,8,1,15,6,2,6,1,1,1
"LOC111115064",116,67,67,33,76,73,32,91,42,12,4,22,1,1,11,120,54,6,5,91,13,17,8,27,34,27,34,3,36,1
"LOC111111864",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,1,0
"LOC111112202",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,17,1,0,0,0,5,0,0,0,0,0,0,0,0
"LOC111112203",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,0,0,0,0,0,0
"LOC111115638",364,280,220,111,420,306,95,341,203,55,24,157,19,17,38,222,174,36,12,245,82,104,43,169,113,152,85,62,113,2
"LOC111113553",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111115437",72,179,123,64,120,98,49,54,109,18,12,55,5,9,26,89,61,34,10,117,46,28,17,78,42,41,56,2,104,4
"LOC111113398",252,196,149,73,223,191,58,155,153,26,9,90,17,10,30,188,154,27,5,116,33,39,9,141,61,32,25,22,88,3
"LOC111114582",0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,6,0,0,0,25,7,1,0,0,0,1
"LOC111114465",3,3,9,16,17,8,2,10,16,6,1,13,2,0,3,14,12,2,0,19,3,12,3,16,11,8,0,1,8,1
"LOC111111118",13,15,18,6,28,5,5,18,23,4,1,2,0,0,1,19,19,2,1,20,0,3,1,6,3,7,6,0,16,0
"LOC111112841",25,36,41,25,56,47,20,35,42,8,5,20,5,1,3,38,47,8,1,54,5,16,2,34,25,25,27,3,11,2
"LOC111115904",1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0
"LOC111113571",1,6,2,0,6,1,2,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,2,0
"LOC111113572",1,1,0,1,3,0,0,0,4,1,0,3,1,0,3,5,2,0,0,4,0,3,0,7,0,2,2,0,0,0
"LOC111113576",0,0,0,7,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111113299",274,251,241,121,362,330,90,288,136,42,15,158,13,4,32,265,146,49,16,125,71,40,21,128,92,63,91,3,129,4
"LOC111114578",1,0,1,7,0,1,0,0,4,0,0,0,0,0,0,0,6,0,0,12,0,0,0,20,9,3,0,0,1,2
"LOC111110860",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,4,0,0,0,0
"LOC111115461",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,20,0,0,0
"LOC111112701",51,56,49,38,40,43,27,41,36,15,7,33,2,3,11,30,32,10,1,19,13,10,4,28,26,29,6,3,23,0
"LOC111112700",394,387,358,275,426,356,154,276,363,69,31,201,54,49,91,326,349,81,26,247,128,100,41,284,230,181,90,82,207,48
"LOC111115768",603,762,537,498,570,347,266,517,816,116,17,258,26,18,65,366,501,126,27,381,100,113,26,362,337,173,143,10,174,10
"LOC111115987",3,1,4,2,2,1,4,2,2,1,0,3,2,0,1,1,4,1,0,6,0,1,0,5,1,0,2,0,0,0
"LOC111115129",2,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"LOC111111456",1,0,9,0,6,0,1,3,1,3,0,22,0,1,1,4,3,0,1,0,1,0,1,10,0,0,4,1,11,0
"LOC111112476",1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LOC111112477",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0
"LOC111112479",1,0,6,0,1,1,1,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111112478",1,1,2,130,0,1,1,15,4,2,0,3,0,0,0,0,0,0,0,0,0,2,2,3,0,1,0,0,0,1
"LOC111115046",258,319,206,126,318,299,124,228,200,63,31,100,25,14,32,248,274,61,13,261,62,75,21,193,145,87,60,3,128,4
"LOC111111616",0,0,0,3,1,3,2,2,90,0,0,0,0,0,1,0,2,0,0,1,0,0,0,18,12,2,0,0,0,0
"LOC111111618",3,11,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"LOC111112130",2,3,2,0,1,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
"LOC111115911",0,0,1,0,0,0,15,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"LOC111113586",0,0,3,0,0,0,6,1,5,1,0,0,2,0,1,1,13,2,0,2,2,0,0,32,2,3,4,0,1,0
"LOC111113587",0,0,0,0,0,13,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111110841",26,35,15,15,42,22,24,31,28,5,4,16,7,1,6,27,40,11,1,18,9,10,2,10,12,9,11,1,17,2
"LOC111112294",60,56,50,35,35,54,31,82,53,19,2,34,5,2,10,82,51,13,4,53,15,20,9,46,61,34,16,3,59,1
"LOC111113591",45,26,14,13,24,18,7,19,10,4,0,9,1,0,0,4,12,1,2,13,6,1,1,9,4,1,7,0,9,0
"LOC111112295",14,12,29,11,14,14,11,27,7,12,3,14,4,2,17,20,33,1,1,17,2,5,2,26,6,16,12,0,3,0
"LOC111114486",30,63,55,44,180,8,34,41,40,6,2,33,12,3,9,62,77,15,5,51,10,19,6,45,30,21,2,4,41,59
"LOC111111074",24,42,60,18,66,88,16,17,81,16,2,26,3,3,5,83,23,4,1,38,1,9,9,16,17,12,19,2,9,1
"LOC111113098",562,527,476,272,571,660,191,451,448,129,47,312,52,24,79,503,487,90,40,408,129,137,26,289,221,231,110,24,393,32
"LOC111115624",130,97,72,56,90,83,51,96,71,28,11,56,7,5,24,94,79,3,3,85,40,9,6,47,52,51,17,0,40,0
"LOC111115343",13,8,7,5,6,7,4,7,9,4,2,3,3,0,3,3,9,0,0,0,6,1,0,19,7,1,5,14,1,0
"LOC111113129",47,14,30,60,56,135,25,35,57,5,3,29,17,5,10,130,115,44,4,42,17,24,8,37,27,20,24,1,20,2
"LOC111111352",1,1,7,2,0,11,0,7,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0
"LOC111111351",0,0,0,3,0,6,0,9,0,0,0,0,1,0,2,6,2,0,1,1,0,0,0,4,0,0,1,0,0,0
"LOC111115397",0,0,0,7,25,0,7,0,4,2,3,0,2,0,5,0,24,6,0,12,1,0,0,22,1,8,0,0,0,0
"LOC111111323",0,1,5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"LOC111113418",1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"LOC111112950",44,36,1,10,0,32,1,1,10,4,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,3,0,2,0
"LOC111112956",17,9,12,3,2,7,26,5,19,10,1,0,0,0,0,44,0,5,0,3,8,0,0,0,5,16,4,0,0,1
"LOC111112957",8,5,0,7,3,5,4,4,0,5,1,0,2,0,5,10,9,0,1,12,1,0,1,11,6,4,3,0,7,0
"LOC111112952",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
"LOC111111091",44,31,35,26,47,15,11,54,2,1,3,42,0,7,3,9,72,4,2,19,1,7,6,41,29,7,1,3,10,0
"LOC111111442",66,31,108,17,172,37,44,76,41,44,5,17,5,4,10,117,124,29,3,122,9,52,15,27,33,24,17,2,82,3
"LOC111114634",0,1,0,0,0,2,1,1,4,2,0,0,1,0,0,1,2,0,0,0,0,0,1,5,0,0,0,0,2,0
"LOC111112227",1,23,0,2,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111112228",260,232,219,109,366,201,100,190,187,49,20,100,26,10,44,291,150,20,15,187,95,72,20,199,144,72,68,29,143,2
"LOC111115662",64,78,52,34,95,55,44,72,69,13,12,54,15,3,13,75,73,18,3,89,22,29,4,56,45,36,13,12,25,2
"LOC111111117",0,2,13,7,5,3,4,1,14,1,1,6,0,0,6,4,18,3,0,10,4,4,0,8,10,6,4,0,0,0
"LOC111112085",17,7,12,9,5,25,3,21,6,5,1,6,0,0,4,22,25,1,0,2,1,2,1,0,2,10,9,7,3,0
"LOC111111332",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111111497",1,0,5,4,0,1,2,11,1,0,0,5,0,0,0,2,2,2,0,3,0,1,0,2,0,1,1,0,2,1
"LOC111114690",159,123,95,29,140,130,35,74,86,24,9,29,6,7,10,102,87,19,9,61,44,26,8,62,65,42,52,3,47,1
"LOC111113621",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0
"LOC111113054",1,0,0,0,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"LOC111113627",50,21,9,5,24,26,4,11,19,2,0,7,3,0,1,5,14,4,2,1,1,6,0,9,5,4,7,0,5,3
"LOC111115586",100,79,35,39,58,74,19,36,50,40,3,11,2,3,5,37,36,6,4,48,26,17,3,20,20,17,9,0,28,1
"LOC111115500",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"LOC111115163",2,3,2,4,4,3,1,10,5,0,0,5,1,0,2,2,12,1,0,2,1,6,0,3,1,0,5,0,4,0
"LOC111112588",19,42,10,11,15,8,21,8,24,4,3,13,0,0,3,10,14,2,1,23,7,6,3,16,2,13,5,0,6,0
"LOC111113639",8,0,4,0,11,2,7,0,0,0,1,9,0,0,0,0,0,3,0,8,1,3,0,7,1,1,2,0,1,0
"LOC111112425",1,28,4,41,4,0,13,58,1,3,0,30,3,1,7,0,51,1,0,1,2,0,7,31,16,5,5,0,2,2
"LOC111113159",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111113651",1,1,2,1,1,1,1,1,1,1,0,2,0,0,0,4,1,1,0,3,1,1,0,4,1,2,4,0,0,0
