"","BBB-WBO-B21","BBB-WBV-B70","BBO-BBO-B16","BBO-BBY-B27","BBO-WBO-B16","BBO-WBV-B64","BBR-BBB-B50","BBR-BBG-B38","BBR-BBY-B26","BBY-WBG-B42","BPO-BPO-O16","BPR-BPG-O38","BPR-BPR-O02","BPY-BPG-O42","BPY-BPY-O29","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111112260",185,113,102,89,122,151,69,153,111,42,18,72,24,12,25,214,127,43,9,138,38,47,14,93,65,105,47,3,53,2
"LOC111115506",5,6,2,7,3,3,9,20,4,1,2,0,0,0,5,10,7,1,2,6,0,9,0,11,9,4,5,2,2,1
"LOC111113660",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,15,0,1,0,0,0,1,0,0
"LOC111115419",8,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,5,3,0,0,0,0,2,0,0,0,0
"LOC111113269",186,134,99,118,109,133,58,159,132,17,7,81,11,6,28,133,134,31,5,64,21,31,21,129,79,44,49,5,20,5
"LOC111114853",18,23,23,24,37,42,5,30,41,12,1,23,0,1,8,51,15,9,2,36,9,13,2,25,10,13,6,1,17,0
"LOC111114716",76,117,186,112,127,104,51,112,112,10,7,110,7,4,33,85,138,35,10,99,43,39,32,41,75,81,50,21,75,0
"LOC111115551",5,17,22,0,54,2,15,25,14,7,1,27,2,0,1,3,4,1,1,17,0,6,2,1,3,3,3,0,24,0
"LOC111114507",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0
"LOC111113690",12,8,12,9,15,19,9,18,14,0,1,7,5,0,6,29,11,2,1,7,15,5,1,8,11,16,5,2,3,4
"LOC111115899",1,1,1,0,2,0,1,70,4,0,1,1,5,0,0,0,74,1,0,0,2,0,0,1,0,0,0,0,1,0
"LOC111114532",64,55,66,60,73,52,48,41,56,10,12,41,8,3,10,78,78,26,3,33,23,32,10,37,25,28,16,2,13,2
"LOC111111781",0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LOC111113692",12,6,15,8,18,10,7,19,14,3,7,11,4,0,5,19,33,7,2,3,4,4,1,13,8,7,6,0,2,3
"LOC111111784",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,2,0,0,0,0,0
"LOC111111786",1,0,2,0,1,2,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111113700",21,39,8,61,40,45,7,25,29,9,2,12,1,0,2,27,32,6,1,12,7,13,0,29,22,24,21,8,2,1
"LOC111113701",2,19,8,31,16,3,3,3,6,1,2,2,0,0,0,14,9,2,1,14,4,2,1,5,5,4,3,7,5,1
"LOC111115125",141,85,129,28,188,56,61,80,93,17,12,61,27,14,21,127,27,17,5,118,19,10,12,57,38,33,15,2,81,2
"LOC111112960",18,5,1,9,2,9,2,2,4,4,1,1,0,1,0,3,8,0,0,16,0,2,0,0,4,4,0,0,0,1
"LOC111112961",22,50,7,15,14,19,10,8,23,15,0,5,1,0,4,22,29,7,2,15,4,11,2,12,12,4,5,2,15,2
"LOC111111407",87,156,114,84,81,120,53,103,105,12,10,27,23,9,27,135,71,22,12,130,44,26,19,78,70,74,32,30,31,2
"LOC111112874",104,60,45,23,146,77,40,46,31,26,9,35,15,6,15,82,56,8,9,59,22,24,2,87,39,31,18,1,22,2
"LOC111112875",78,91,32,23,26,46,14,70,15,12,7,9,4,9,3,127,33,15,5,31,11,8,7,40,10,32,14,1,24,1
"LOC111115657",0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"LOC111115149",3,1,3,0,13,0,0,0,0,0,0,0,0,1,1,115,0,0,1,1,0,0,0,0,0,0,13,0,0,0
"LOC111111259",153,145,117,81,201,117,53,133,136,41,15,68,17,9,39,80,131,22,2,147,27,36,20,67,80,116,16,2,73,4
"LOC111111908",1,12,3,1,7,7,0,1,5,0,0,0,0,0,0,2,3,0,0,2,0,0,1,0,0,5,1,0,4,0
"LOC111111593",3,1,6,2,0,1,2,6,1,0,0,1,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,0,2,0
"LOC111113716",0,0,1,0,9,1,0,1,1,0,1,0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0
"LOC111111030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1
"LOC111111219",144,59,59,43,52,88,43,88,89,17,1,64,5,2,9,25,30,14,3,55,20,28,6,36,30,12,5,0,46,1
"LOC111113363",47,56,23,10,65,5,13,26,7,4,2,15,7,2,5,11,28,4,1,20,5,8,5,26,15,16,5,20,32,0
"LOC111113365",0,0,3,1,0,4,0,0,0,1,0,4,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,3,0
"LOC111113335",1,0,0,0,4,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
"LOC111115937",35,67,26,11,46,23,17,26,36,21,5,25,4,0,7,47,27,6,2,44,9,9,5,34,23,28,21,1,50,1
"LOC111112026",0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0,0,0,1,0,0,1,1,0,0,2,0
"LOC111113071",1,20,3,18,46,0,2,4,27,0,0,2,0,0,0,0,4,0,0,0,0,0,0,18,8,6,6,0,3,0
"LOC111113065",3,0,2,0,5,0,0,0,6,0,0,0,0,0,0,1,2,0,0,1,2,0,0,2,3,2,0,0,1,0
"LOC111113732",1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"LOC111113070",33,68,15,36,68,28,13,12,47,6,1,35,7,1,10,53,44,10,1,36,26,16,7,61,17,41,13,1,2,0
"LOC111113254",5,1,0,3,1,5,0,0,0,1,1,0,0,0,0,3,4,0,0,9,4,1,0,0,2,1,0,0,0,0
"LOC111115288",4,3,1,1,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"LOC111115297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0
"LOC111115301",3,4,5,0,0,10,1,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0
"LOC111115299",2,2,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111113761",0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111115279",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0
"LOC111115277",9,2,0,2,5,20,1,0,29,0,0,1,1,0,1,6,2,0,0,4,8,22,1,0,0,1,0,2,1,1
"LOC111111112",223,94,34,48,123,94,32,104,55,23,5,53,2,3,12,71,68,15,13,89,18,28,9,40,50,35,23,4,38,4
"LOC111113779",0,0,1,0,1,1,0,0,2,0,0,0,0,0,4,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0
"LOC111114794",0,33,1,14,22,0,5,0,1,0,0,21,1,0,0,2,8,0,1,9,7,0,3,14,29,4,4,0,1,0
"LOC111111184",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
"LOC111116036",0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"LOC111113788",100,155,10,1,68,153,65,151,56,40,11,52,8,12,29,232,157,25,6,50,38,2,7,80,8,47,25,4,58,0
"LOC111113414",0,0,3,0,37,1,0,0,1,2,0,0,0,0,3,0,1,1,1,20,0,0,0,10,2,2,0,0,0,0
"LOC111113415",34,28,15,0,39,33,21,18,13,2,5,35,2,0,4,27,25,5,2,23,15,6,1,30,10,6,4,3,10,0
"LOC111113413",0,0,0,0,4,1,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"LOC111111009",107,41,11,16,2,1,3,9,28,5,2,0,1,1,0,2,1,2,7,2,11,1,0,44,22,2,1,0,24,1
"LOC111111013",89,60,29,18,80,45,54,42,29,10,3,32,4,1,9,82,46,13,3,37,14,21,1,42,21,29,12,2,12,1
"LOC111111014",24,25,12,1,20,30,14,15,8,8,1,20,1,0,2,27,18,12,1,16,6,6,1,7,4,10,6,1,2,0
"LOC111115137",31,0,1,1,6,0,1,1,0,0,0,0,0,0,0,97,0,0,5,0,0,0,2,0,0,0,9,0,1,0
"LOC111115555",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,1
"LOC111115134",38,40,25,24,54,23,22,32,39,3,7,18,3,2,3,35,39,3,3,32,2,23,2,37,17,17,14,3,11,1
"LOC111116028",162,120,90,72,173,129,56,97,93,24,14,62,20,3,24,178,124,22,10,80,28,53,14,157,72,62,35,2,33,4
"LOC111114711",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,6,0,0,0,0,0,0
"LOC111114712",57,16,0,0,1,1,2,16,0,5,0,3,0,0,3,8,8,0,0,0,3,17,3,11,6,0,6,0,2,1
"LOC111116045",46,19,16,13,92,98,12,31,29,10,2,27,2,2,2,98,17,2,6,61,11,11,6,10,16,14,7,0,10,0
"LOC111116046",1,0,0,0,0,0,3,4,1,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111112863",21,102,42,4,19,25,11,19,11,8,0,6,0,1,1,8,7,3,1,17,8,0,2,2,1,1,8,1,38,0
"LOC111112861",18,6,8,7,12,1,3,1,0,0,0,0,0,0,0,4,0,3,1,4,1,1,0,0,0,0,0,0,0,0
"LOC111112860",16,18,10,0,7,9,1,7,6,2,0,2,0,0,0,1,2,1,0,2,1,0,0,0,6,4,1,0,7,0
"LOC111115204",2,4,4,4,1,3,6,6,1,1,1,3,0,0,1,4,5,0,1,5,3,1,1,12,3,0,2,1,1,1
"LOC111115683",3,4,0,1,6,4,1,1,2,1,2,1,1,0,2,0,0,0,0,6,0,0,0,0,2,1,0,1,3,0
"LOC111116065",142,39,39,69,43,86,67,97,119,23,3,60,5,4,16,43,41,14,7,42,17,32,9,32,39,28,21,112,26,3
"LOC111111568",10,10,8,6,14,21,9,16,15,1,3,7,1,2,6,25,12,5,2,5,7,9,2,7,16,11,6,1,1,4
"LOC111113806",1,1,0,0,2,0,1,24,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC111115762",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,0,0
"LOC111114790",26,28,8,26,9,82,12,3,45,6,2,14,0,0,5,50,15,3,4,30,2,3,8,27,25,16,12,0,3,1
"LOC111111453",0,0,1,1,0,0,0,2,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0
"LOC111111553",0,2,1,0,0,14,3,0,26,0,1,11,1,2,0,0,0,1,0,19,3,5,0,0,0,11,0,0,0,0
"LOC111116002",2,1,3,4,0,2,2,4,1,7,6,4,2,0,3,27,11,3,1,19,3,2,0,13,10,13,7,0,1,0
"LOC111114989",0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,1,3,2,2,0,1,0,0
"LOC111113816",0,1,0,3,11,6,2,0,0,1,0,0,0,0,0,1,1,1,3,0,0,2,0,0,0,0,0,0,1,0
"LOC111115005",75,13,24,4,111,54,13,51,18,14,6,24,1,6,7,87,111,11,6,5,16,17,9,6,1,23,22,8,20,1
"LOC111114986",226,253,194,125,362,288,117,289,264,43,22,154,36,27,71,324,260,59,29,198,111,79,31,269,173,184,92,104,109,5
"LOC111115008",3,1,0,0,1,0,1,0,3,2,0,2,2,0,1,3,30,5,0,5,5,2,0,3,12,6,0,1,0,1
"LOC111113818",0,0,7,1,1,0,0,1,6,0,0,0,0,0,1,1,6,0,0,1,0,0,1,3,0,1,0,0,0,0
"LOC111115015",4,1,2,3,11,6,1,8,6,0,1,1,0,0,0,10,10,2,1,6,2,0,2,12,5,0,1,0,7,0
"LOC111115006",5,18,25,1,21,3,15,51,9,2,4,39,2,1,1,5,2,1,0,63,4,16,0,43,15,18,14,1,17,0
"LOC111114988",333,237,134,94,271,285,88,208,136,62,15,72,12,7,24,207,97,36,7,137,52,49,20,103,104,45,73,4,109,5
"LOC111112275",0,0,12,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,1,0,13,0
"LOC111112268",0,1,15,3,0,1,0,3,3,0,0,0,0,0,1,1,6,0,0,14,0,0,0,2,4,2,0,0,15,0
"LOC111112281",7,0,1,5,5,1,4,1,4,2,0,0,1,1,1,1,0,0,0,2,1,2,0,1,2,0,0,1,0,0
"LOC111112283",90,40,11,24,82,84,27,20,23,14,5,12,1,0,4,47,17,5,1,72,22,30,3,15,10,14,6,3,8,0
"LOC111114461",16,6,1,2,11,11,0,2,2,0,0,0,0,0,0,3,1,1,0,0,2,1,1,0,0,0,1,0,11,0
"LOC111113135",43,30,68,38,140,41,13,92,36,5,4,51,4,5,4,51,39,5,0,16,13,1,5,51,26,30,14,2,32,0
"LOC111113134",151,150,158,69,136,177,87,168,147,31,34,108,14,8,40,204,232,44,14,130,54,37,22,99,77,87,50,52,76,2
"Trnat-ggu_22",6,32,16,13,15,40,10,15,19,0,2,9,1,6,5,27,39,3,2,11,9,7,2,15,12,11,11,0,7,1
"LOC111113055",159,134,122,76,164,177,68,135,179,57,11,72,9,6,20,147,98,33,8,100,27,37,5,74,71,63,31,19,43,2
"LOC111113059",64,21,18,11,63,2,6,4,2,8,4,19,3,1,10,28,0,18,1,11,12,2,0,18,22,6,12,2,3,0
"LOC111111537",76,89,83,55,84,80,31,38,71,21,13,34,22,4,20,46,56,15,8,64,16,17,9,48,33,29,16,15,64,1
"LOC111114565",77,54,51,46,66,65,56,43,77,27,5,31,6,5,12,65,47,9,4,69,13,21,9,57,31,25,19,5,40,0
"LOC111114831",35,33,13,11,38,46,10,22,17,9,2,13,0,0,2,25,20,5,2,12,3,3,5,7,12,11,9,0,24,2
"LOC111112625",36,30,19,17,31,30,18,17,27,8,1,8,0,3,3,47,19,6,3,28,2,12,5,26,19,15,12,1,13,1
"LOC111112917",1,9,11,3,46,10,1,2,11,3,1,3,1,1,8,9,27,1,1,4,2,4,0,6,1,11,1,0,7,0
"LOC111112916",69,65,10,12,6,0,6,5,0,1,0,7,1,0,0,1,0,0,0,28,2,0,0,5,1,7,1,0,44,0
"LOC111114535",19,15,18,10,8,53,24,28,22,12,1,15,2,1,8,51,61,7,2,32,24,13,1,19,9,22,14,5,16,1
"LOC111114536",71,44,49,12,63,56,36,52,38,13,4,20,5,1,6,62,37,11,2,59,19,26,2,38,22,33,13,1,23,0
"LOC111111795",183,214,139,154,301,195,94,148,203,35,37,117,41,12,37,227,254,51,17,192,65,51,20,187,141,108,70,44,56,32
"LOC111111161",0,0,20,0,0,2,0,7,0,1,1,0,0,2,0,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0
"LOC111113829",0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"LOC111115454",2,42,9,15,23,40,16,32,19,8,1,13,3,0,9,8,25,5,0,21,2,25,0,31,8,11,3,1,46,0
"LOC111112729",5,3,3,2,6,4,2,2,5,1,2,0,0,0,0,7,4,0,1,6,1,0,1,0,2,4,1,0,2,0
"LOC111113369",2,0,1,1,0,0,4,5,0,1,0,96,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,30,0
"LOC111112770",7,3,3,4,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0
"LOC111112771",1,1,2,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0
"LOC111113831",9,6,2,4,0,8,0,5,6,1,0,2,0,1,0,3,6,0,0,10,5,3,0,8,0,2,2,0,1,0
"LOC111111058",345,273,173,131,326,333,139,221,166,70,27,196,24,10,48,199,203,62,9,218,77,55,16,153,144,104,80,7,167,6
"LOC111114706",1,0,0,0,3,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111111116",48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0
"LOC111112513",116,117,97,4,72,11,59,124,62,5,11,52,9,0,8,12,49,7,1,82,20,31,11,42,24,60,7,5,42,1
"LOC111112500",6,5,6,5,8,5,4,2,10,4,0,2,0,0,1,5,9,1,0,15,1,1,1,4,1,4,7,0,3,1
"LOC111112505",13,0,1,2,11,3,0,1,0,0,0,2,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,1,0
"LOC111112521",8,10,4,5,13,9,2,4,6,0,0,3,0,0,1,3,3,1,0,1,1,0,0,1,2,3,0,0,2,0
"LOC111113836",8,35,17,0,0,7,2,0,21,0,0,1,1,1,0,39,2,0,0,3,0,0,0,0,3,0,0,0,0,0
"LOC111113841",5,8,9,4,11,3,3,0,10,11,0,5,3,0,1,0,13,7,0,9,3,6,3,8,2,1,4,0,8,15
"LOC111112515",47,22,12,0,3,13,1,4,16,5,1,0,0,0,0,18,3,1,0,14,2,3,0,3,4,5,1,1,3,0
"LOC111113846",3,2,0,0,0,0,1,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC111111982",30,10,1,0,2,0,18,1,0,4,2,2,1,0,6,1,0,1,0,51,2,7,1,10,9,15,0,1,0,0
"LOC111111978",0,0,23,0,0,0,0,0,2,0,0,5,0,0,1,0,0,7,0,0,0,0,0,19,0,1,0,0,0,0
"LOC111111975",270,272,192,147,236,268,118,188,181,49,23,137,33,16,33,246,163,47,18,196,71,46,16,158,87,100,67,37,77,39
"LOC111111977",80,32,53,14,56,51,34,42,19,9,10,19,4,0,10,44,64,8,1,53,32,28,6,21,27,35,38,3,18,0
"LOC111113848",0,13,3,8,3,6,4,3,7,1,0,8,0,0,2,0,17,0,1,5,2,2,2,8,12,1,0,2,1,0
"LOC111111976",92,25,9,13,86,58,4,39,23,5,4,28,6,11,5,40,6,10,2,13,7,15,1,28,33,26,9,3,7,0
"LOC111113849",5,0,0,0,2,1,0,0,0,0,0,0,0,0,1,16,13,0,1,0,1,0,0,1,0,0,1,0,0,0
"LOC111113851",0,1,0,6,0,0,0,0,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0
"LOC111113852",5,3,6,2,8,26,13,12,18,3,0,3,6,0,6,17,29,2,1,13,15,12,0,9,2,11,2,12,3,0
"LOC111113853",0,1,1,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,1,0,0,0,0,0,0
"LOC111110958",2,1,1,3,12,6,10,8,3,5,2,4,2,2,3,5,6,1,0,4,1,3,2,12,3,0,4,0,0,0
"LOC111110955",0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111110956",0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111110953",0,1,0,0,0,0,2,10,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111112641",29,19,24,1,46,2,4,15,11,2,1,11,1,0,4,4,51,2,1,7,1,12,1,4,0,4,1,2,15,0
"LOC111111463",39,40,17,10,28,38,12,22,28,10,0,7,1,1,4,26,15,6,0,12,4,4,6,15,8,13,9,1,18,0
"LOC111114628",22,24,22,20,22,25,10,43,38,11,5,19,5,7,9,24,42,4,4,25,7,13,5,23,19,12,11,0,11,0
"LOC111112635",151,115,73,45,138,145,46,126,65,31,13,84,17,7,24,90,118,26,8,70,22,50,9,65,68,48,20,26,69,3
"LOC111110952",16,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"LOC111111412",0,43,10,21,0,0,6,20,28,1,2,2,0,0,1,1,1,1,0,23,1,13,0,42,22,3,10,1,3,0
"LOC111114567",201,193,117,138,171,197,84,163,171,44,5,116,15,9,28,201,184,33,10,104,47,60,17,132,55,69,32,27,52,2
"LOC111114570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0
"LOC111113861",26,7,7,20,26,27,7,17,13,1,4,6,0,0,1,23,11,2,1,17,1,5,0,16,9,6,5,0,5,0
"LOC111111208",25,58,6,5,0,31,4,2,19,3,1,29,0,0,4,2,10,1,1,1,0,14,4,11,19,1,1,0,1,0
"LOC111113417",259,208,133,126,247,216,110,201,230,57,29,123,21,9,45,182,176,40,12,248,58,101,18,152,103,107,55,96,82,5
"LOC111114574",4,4,2,0,8,2,1,7,0,2,0,0,0,0,1,7,3,1,0,16,0,4,0,7,2,1,1,0,6,0
"LOC111114679",38,11,2,3,59,16,6,25,3,1,1,13,1,0,2,5,26,0,0,2,7,14,3,2,17,12,0,0,5,0
"LOC111111034",57,20,30,28,12,39,5,19,17,13,0,14,1,0,3,71,16,5,3,43,4,11,4,21,4,9,8,1,20,2
"LOC111112786",8,1,1,15,8,33,11,14,21,0,1,16,2,0,0,0,30,1,0,3,0,0,3,0,7,11,1,2,2,1
"LOC111112789",0,2,0,10,2,1,1,0,5,0,1,0,3,1,2,3,1,0,0,19,0,9,0,25,6,1,0,0,0,0
"LOC111113865",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7,1,0,0,8,0,0,0,1,0,0,0,0,2,0
"LOC111113409",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0
"LOC111111470",1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0
"LOC111113867",0,0,3,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,1,0,6,1,4,2,2,0,0,1,0
"LOC111116121",2,1,1,9,0,5,5,6,7,1,0,0,0,0,0,2,4,1,0,4,2,5,0,2,0,1,3,0,2,0
"LOC111111749",2,0,13,0,1,0,0,8,0,1,0,0,2,2,0,0,9,0,1,0,5,0,1,0,1,0,0,0,2,0
"LOC111113872",0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,6,0
"LOC111113873",0,0,7,1,0,1,0,0,7,0,1,7,0,0,0,0,0,0,1,12,3,0,1,0,1,1,0,0,12,0
"LOC111113875",36,0,4,14,17,1,4,2,14,1,0,3,1,0,0,8,0,0,0,1,2,1,1,1,2,0,2,0,2,0
"LOC111113877",5,8,12,3,13,1,0,5,7,9,2,2,5,0,3,0,6,4,0,7,3,2,3,3,7,1,4,1,8,9
"LOC111112266",59,16,4,14,8,78,45,36,27,2,4,22,16,0,1,15,45,3,1,94,6,6,2,38,9,10,4,3,0,0
"LOC111111330",0,1,0,0,5,0,1,3,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0
"LOC111116157",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111113880",1,4,4,0,6,11,3,1,3,3,0,3,0,1,0,13,10,1,1,15,2,0,3,2,3,5,1,1,8,0
"LOC111113181",89,70,90,5,52,122,22,84,28,9,3,37,4,2,7,75,94,17,6,117,7,20,5,60,23,13,23,19,45,1
"LOC111113199",27,17,16,5,32,13,9,14,15,11,0,10,1,1,1,14,20,2,0,13,7,9,2,13,12,6,5,0,10,0
"LOC111113204",6,12,3,1,1,45,2,35,5,1,1,14,0,0,0,6,1,1,1,16,0,12,0,0,6,32,0,0,3,0
"LOC111113195",38,35,3,28,34,113,5,31,17,3,0,16,1,1,4,16,26,0,3,4,3,0,3,43,0,0,6,0,31,0
"LOC111113228",1,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0
"LOC111113194",178,139,125,59,95,164,62,142,88,27,17,48,30,11,20,115,93,28,8,119,23,35,16,72,49,74,43,2,84,1
"LOC111113209",1,4,14,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,4,20,0,0,2,16,1,0,0,35,1
"LOC111113885",1,0,0,0,1,1,0,0,19,0,2,0,0,0,0,32,0,0,1,21,0,0,0,0,0,4,2,0,0,0
"LOC111113212",35,43,56,14,34,14,48,82,31,10,24,32,7,14,29,53,51,20,4,37,24,17,4,67,55,37,25,1,5,0
"LOC111113165",99,73,72,50,106,91,34,159,65,17,11,62,15,10,6,180,140,29,6,106,17,27,10,72,40,42,27,3,72,1
"LOC111113180",197,138,88,88,165,185,49,123,117,32,4,47,5,4,15,126,127,22,7,65,26,33,13,56,52,13,15,5,82,7
"LOC111113163",825,889,738,419,1080,1093,403,712,636,213,99,408,107,56,189,803,652,171,66,722,227,249,79,579,434,421,210,391,460,15
"LOC111113203",0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"LOC111113173",254,162,171,88,207,286,59,131,122,38,5,72,13,6,32,158,148,38,13,119,46,46,10,110,73,62,52,3,136,5
"LOC111113198",98,92,47,34,213,141,27,30,67,25,6,22,10,3,4,3,20,18,1,26,6,6,4,20,50,5,6,3,99,1
"LOC111113214",54,49,39,9,33,56,10,29,19,12,2,7,2,0,0,16,32,1,2,14,2,7,0,6,1,3,3,0,21,1
"LOC111113186",34,0,1,0,25,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111113222",1,6,4,0,0,4,2,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"LOC111113172",0,0,0,2,0,2,1,3,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"LOC111113166",37,66,42,21,66,13,14,62,48,12,3,42,5,2,3,23,78,4,1,53,8,23,1,35,8,20,3,7,24,0
"LOC111113196",17,1,0,0,3,0,2,10,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111113206",4,5,10,11,6,5,7,3,4,1,0,6,1,0,2,3,15,1,2,6,0,1,0,4,2,2,3,0,0,0
"LOC111113892",0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0
"LOC111113175",22,0,0,0,3,0,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0
"LOC111113225",8,5,4,2,9,19,2,6,7,4,0,5,2,0,1,4,23,2,0,4,0,4,1,8,7,6,0,7,4,31
"LOC111113895",2,1,12,18,108,39,13,14,4,0,1,24,4,1,2,0,43,3,1,1,7,1,0,1,15,1,9,0,0,0
"LOC111113177",19,0,1,0,1,0,0,4,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0,0,0,0
