gene_id,logP
LOC111130138,-0.626743652488795
LOC111129075,NA
LOC111129722,NA
LOC111129176,0
LOC111129175,0
LOC111128070,NA
LOC111131643,NA
LOC111129723,NA
LOC111131261,NA
LOC111129724,NA
LOC111131348,0
LOC111128893,NA
LOC111131393,0
LOC111130373,-1.14888511806931
LOC111129855,-3.10593512789431
LOC111129856,NA
LOC111131787,0
LOC111127983,NA
LOC111131729,0
LOC111130697,0
LOC111128766,0
LOC111128767,NA
LOC111128765,NA
LOC111127827,0
LOC111129725,NA
LOC111129726,NA
LOC111128736,NA
LOC111130794,NA
LOC111130795,NA
LOC111127888,NA
LOC111130962,NA
LOC111130518,NA
LOC111131196,NA
LOC111127847,NA
LOC111131121,NA
LOC111131123,NA
LOC111131122,NA
LOC111128783,NA
LOC111129727,NA
LOC111131231,NA
LOC111129728,NA
LOC111129729,NA
LOC111129919,0
LOC111129921,NA
LOC111128610,NA
LOC111131117,NA
LOC111130615,NA
LOC111131549,0
LOC111128654,NA
LOC111129730,-1.39568201156032
LOC111130505,-0.319711288431398
LOC111129006,0
LOC111128022,0
LOC111131281,NA
LOC111129731,0
LOC111129843,0
LOC111130975,NA
LOC111130259,-1.34843063698941
LOC111129030,NA
LOC111129032,0
LOC111129732,NA
LOC111130682,NA
LOC111131870,NA
LOC111131200,0
LOC111129733,NA
LOC111128671,-0.364417423199615
LOC111128888,NA
LOC111128887,0
LOC111131791,NA
LOC111130576,NA
LOC111129735,NA
LOC111128470,0
LOC111129736,NA
LOC111131472,NA
LOC111128134,NA
LOC111128941,0
LOC111128945,NA
LOC111128942,-6.51272615317097
LOC111128943,NA
LOC111130417,0
LOC111130416,0
LOC111131278,NA
LOC111131277,NA
LOC111128055,NA
LOC111130571,NA
LOC111131160,0
LOC111130099,-3.38492699540767
LOC111130362,0
LOC111131594,0
LOC111131359,0
LOC111131360,NA
LOC111128116,NA
LOC111128019,NA
LOC111131124,0
LOC111129737,NA
LOC111128440,0
LOC111128256,NA
LOC111130187,-0.423818583691337
LOC111130188,NA
LOC111127924,NA
LOC111127923,NA
LOC111129351,0
LOC111130246,0
LOC111128121,0
LOC111129169,-0.0233996558986911
LOC111131630,-1.37024077021781
LOC111131633,0
LOC111131632,NA
LOC111131631,NA
LOC111130729,NA
LOC111131010,NA
LOC111127735,NA
LOC111130584,0
LOC111130024,NA
LOC111130025,-0.420845799934726
LOC111130026,NA
LOC111129739,NA
LOC111129740,0
LOC111129195,NA
LOC111129196,0
LOC111130745,NA
LOC111130746,NA
LOC111130744,NA
LOC111128727,NA
LOC111128728,NA
LOC111128729,NA
LOC111128730,NA
LOC111129129,NA
LOC111129741,0
LOC111129130,NA
LOC111131046,NA
LOC111128476,NA
LOC111128268,0
LOC111128725,-1.5104718978866
LOC111128724,-0.687825082301004
LOC111128595,NA
LOC111128712,0
LOC111128709,0
LOC111128711,0
LOC111128710,NA
LOC111130562,NA
LOC111129742,NA
LOC111131817,NA
LOC111131413,0
LOC111130272,0
LOC111131620,NA
LOC111128255,NA
LOC111128386,0
LOC111129977,NA
LOC111129978,0
LOC111129979,0
LOC111127929,NA
LOC111128078,NA
LOC111128077,0
LOC111130929,0
LOC111128062,0
LOC111129852,0
LOC111129312,0
LOC111131719,NA
LOC111128073,NA
LOC111129197,-4.81358305669665
LOC111130435,NA
LOC111131344,0
LOC111129294,0
LOC111128997,-3.94306752236749
LOC111131284,NA
LOC111129743,NA
LOC111128390,NA
LOC111130593,0
LOC111131015,NA
LOC111131014,NA
LOC111128245,NA
LOC111129744,NA
LOC111128263,NA
LOC111129745,0
LOC111131486,0
LOC111127783,NA
LOC111128429,NA
LOC111131025,NA
LOC111128444,NA
LOC111127829,NA
LOC111129836,0
LOC111129746,NA
LOC111128834,0
LOC111131035,NA
LOC111128576,NA
LOC111128575,NA
LOC111129082,NA
LOC111130178,0
LOC111130421,0
LOC111130422,0
LOC111130971,NA
LOC111128218,NA
LOC111128914,NA
LOC111129747,NA
LOC111129749,NA
LOC111129750,NA
LOC111128869,NA
LOC111130990,NA
LOC111129751,NA
LOC111128310,NA
LOC111130120,0
LOC111129752,NA
LOC111131356,NA
LOC111130028,0
LOC111130029,0
LOC111129753,NA
LOC111130540,NA
LOC111130815,NA
LOC111129754,NA
LOC111128045,0
LOC111130466,NA
LOC111130464,0
LOC111129755,NA
LOC111130110,NA
LOC111130109,NA
LOC111128102,0
LOC111131722,NA
LOC111131088,NA
LOC111129756,NA
LOC111127933,NA
LOC111128186,NA
LOC111131367,NA
LOC111129758,NA
LOC111128286,NA
LOC111128285,NA
LOC111128287,NA
LOC111129759,NA
LOC111128273,0
LOC111128274,NA
LOC111129760,NA
LOC111128908,NA
LOC111128324,NA
LOC111130529,0
LOC111130530,NA
LOC111130021,-0.176659840815154
LOC111131240,NA
LOC111131241,NA
LOC111131242,NA
LOC111129761,NA
LOC111128518,NA
LOC111131303,NA
LOC111131718,NA
LOC111128232,NA
LOC111131133,NA
LOC111130043,NA
LOC111130045,NA
LOC111130042,NA
LOC111130040,0
LOC111130041,NA
LOC111130044,0
LOC111129938,0
LOC111129306,NA
LOC111129305,0
LOC111128091,NA
LOC111128092,NA
LOC111128430,0
LOC111127815,NA
LOC111127813,0
LOC111127814,0
LOC111127810,0
LOC111127818,NA
LOC111127816,-2.41814324197971
LOC111127811,NA
LOC111127819,NA
LOC111127812,NA
LOC111127817,NA
LOC111130444,0
LOC111130442,NA
LOC111130441,NA
LOC111130440,0
LOC111128375,0
LOC111128376,NA
LOC111131175,0
LOC111131174,0
LOC111129762,0
LOC111129763,NA
LOC111129764,NA
LOC111128915,0
LOC111128916,NA
LOC111129765,NA
LOC111130543,0
LOC111128018,NA
LOC111128043,NA
LOC111128651,NA
LOC111128737,NA
LOC111131460,NA
LOC111128300,NA
LOC111130370,0
LOC111130645,0
LOC111130646,NA
LOC111128072,NA
LOC111131232,0
LOC111130692,NA
LOC111129766,NA
LOC111128703,NA
LOC111128705,NA
LOC111128704,NA
LOC111129767,NA
LOC111131797,NA
LOC111130809,NA
LOC111128741,NA
LOC111131800,0
LOC111130071,0
LOC111131494,NA
LOC111131495,NA
LOC111131496,NA
LOC111129768,NA
LOC111128412,NA
LOC111131350,NA
LOC111131663,NA
LOC111128482,NA
LOC111131138,NA
LOC111130489,NA
LOC111130490,NA
LOC111130488,NA
LOC111130487,0
LOC111129182,NA
LOC111129183,0
LOC111129181,0
LOC111129941,NA
LOC111129940,0
LOC111131082,NA
LOC111130588,0
LOC111128239,-1.31993095758277
LOC111130674,NA
LOC111130651,0
LOC111130652,0
LOC111131395,0
LOC111130614,0
LOC111130862,NA
LOC111130863,NA
LOC111128373,-1.10185809528146
LOC111129769,0
LOC111127845,NA
LOC111129974,0
LOC111129972,NA
LOC111129770,NA
LOC111129771,NA
LOC111129973,0
LOC111129976,NA
LOC111129772,NA
LOC111130578,0
LOC111131305,NA
LOC111131590,NA
LOC111131589,NA
LOC111130323,0
LOC111131048,0
LOC111131049,NA
LOC111129516,-1.29807408647437
LOC111129517,NA
LOC111129518,NA
LOC111130546,NA
LOC111128291,NA
LOC111128290,NA
LOC111128067,NA
LOC111128198,0
LOC111129922,0
LOC111131337,-2.92366785312507
LOC111128252,NA
LOC111128250,NA
LOC111131735,NA
LOC111130569,0
LOC111130570,NA
LOC111129174,0
LOC111129478,0
LOC111129479,0
LOC111129773,NA
LOC111129480,NA
LOC111130703,NA
LOC111128032,NA
LOC111131837,-0.3399976809793
LOC111131824,NA
LOC111131825,NA
LOC111129958,NA
LOC111129957,NA
LOC111131568,NA
LOC111131574,NA
LOC111129774,NA
LOC111131793,NA
LOC111129775,NA
LOC111131430,NA
LOC111128439,NA
LOC111127855,NA
LOC111127721,NA
LOC111129776,NA
LOC111127777,NA
LOC111128391,NA
LOC111131586,0
LOC111130826,NA
LOC111131789,NA
LOC111131788,NA
LOC111131434,NA
LOC111128923,NA
LOC111128922,0
LOC111128924,NA
LOC111127780,NA
LOC111127781,NA
LOC111127782,NA
LOC111131019,NA
LOC111131853,0
LOC111131615,0
LOC111131217,NA
LOC111131607,NA
LOC111127898,0
LOC111131655,NA
LOC111128127,NA
LOC111128128,NA
LOC111130118,0
LOC111130119,0
LOC111131290,NA
LOC111129778,NA
LOC111127796,NA
LOC111129779,NA
LOC111130879,-0.225895939269782
LOC111130621,0
LOC111130841,NA
LOC111129780,NA
LOC111131140,0
LOC111128715,NA
LOC111127963,NA
LOC111130713,NA
LOC111129781,NA
LOC111128195,0
LOC111131084,NA
LOC111129782,NA
LOC111127820,0
LOC111130332,-0.135250151483246
LOC111129331,0
LOC111129332,0
LOC111131805,0
LOC111131807,NA
LOC111130688,NA
LOC111131604,0
LOC111129320,0
LOC111129319,0
LOC111129955,0
LOC111129954,0
LOC111129077,0
LOC111129076,NA
LOC111131608,NA
LOC111129783,-0.135250151483246
LOC111129262,0
LOC111129261,NA
LOC111129263,NA
LOC111129784,NA
LOC111129871,NA
LOC111129870,0
LOC111128233,-3.25759727871648
LOC111130383,0
LOC111130242,NA
LOC111131833,NA
LOC111130656,NA
LOC111128502,NA
LOC111127757,0
LOC111128513,NA
LOC111131194,NA
LOC111130226,NA
LOC111130225,NA
LOC111131650,NA
LOC111128058,NA
LOC111128464,NA
LOC111131229,NA
LOC111128363,NA
LOC111129785,NA
LOC111130167,0
Trnav-cac_9,NA
LOC111128966,0
LOC111129859,0
Trnas-aga_4,NA
LOC111129857,-0.325125310478551
LOC111129858,0
LOC111130833,-0.316742203122055
LOC111129342,NA
LOC111129786,NA
LOC111128468,NA
LOC111127954,NA
LOC111129788,0
LOC111131362,-1.57552526381552
LOC111128184,NA
LOC111128183,NA
LOC111128182,0
LOC111129789,0
LOC111131779,NA
LOC111127874,NA
LOC111129284,NA
LOC111129790,0
Trnan-guu_9,NA
Trnal-caa_2,NA
LOC111131845,NA
LOC111130537,0
LOC111130538,0
LOC111130182,NA
LOC111130181,0
LOC111128046,NA
LOC111129791,0
LOC111127980,0
LOC111127979,NA
LOC111129792,NA
Trnas-gcu_6,NA
Trnas-gcu_7,NA
LOC111129952,0
LOC111131785,NA
LOC111129466,0
LOC111129464,NA
LOC111129465,0
LOC111129283,NA
LOC111130248,NA
LOC111130249,NA
LOC111130662,NA
LOC111130714,NA
LOC111130716,NA
Trnan-guu_10,NA
Trnan-guu_11,NA
LOC111130715,0
Trnan-guu_12,NA
LOC111128399,NA
LOC111130777,NA
LOC111130778,NA
LOC111130779,NA
LOC111130780,NA
LOC111130982,NA
LOC111131858,NA
LOC111129793,NA
LOC111131163,0
LOC111131164,NA
LOC111131733,NA
LOC111128446,NA
LOC111131295,NA
LOC111130256,NA
LOC111131087,NA
LOC111131617,NA
LOC111131703,NA
LOC111131702,NA
LOC111128049,NA
LOC111131724,NA
LOC111131723,NA
LOC111130257,0
LOC111128584,0
LOC111130949,NA
LOC111131079,0
LOC111130922,NA
LOC111131595,NA
LOC111130948,NA
LOC111128973,0
LOC111129794,NA
LOC111128972,0
LOC111129795,0
LOC111130009,NA
LOC111129796,0
LOC111130912,0
LOC111128700,0
LOC111128698,0
LOC111128701,NA
LOC111130333,0
LOC111131687,0
LOC111128143,0
LOC111128142,NA
LOC111128144,NA
LOC111128141,NA
LOC111128889,NA
LOC111129054,-0.975569540478275
LOC111129053,-0.446284919426895
LOC111129050,-1.40529892407678
LOC111129049,-1.29807408647437
LOC111129051,0
LOC111128643,NA
LOC111131142,0
LOC111128883,0
LOC111130974,NA
LOC111130973,0
LOC111131353,NA
LOC111130003,NA
LOC111130007,NA
LOC111130006,NA
LOC111130002,NA
LOC111130004,NA
LOC111129797,NA
LOC111130008,NA
LOC111130005,NA
LOC111131802,NA
LOC111129025,NA
LOC111129027,0
LOC111129023,NA
LOC111129022,NA
LOC111129799,NA
LOC111129026,NA
LOC111131501,0
LOC111129315,0
LOC111129314,NA
LOC111128361,-2.69680097948561
LOC111128260,NA
LOC111128437,NA
LOC111128438,NA
LOC111130081,0
LOC111131112,NA
LOC111131487,0
LOC111130643,NA
LOC111131185,NA
LOC111129800,NA
LOC111128636,NA
LOC111128618,NA
LOC111128623,NA
LOC111129801,NA
LOC111128616,NA
LOC111128634,NA
LOC111128633,NA
LOC111128631,NA
LOC111129802,NA
LOC111129803,NA
LOC111128629,-0.238378412195997
LOC111128632,NA
LOC111129804,NA
LOC111129805,NA
LOC111129806,0
LOC111128614,NA
LOC111128627,NA
LOC111128625,0
LOC111128617,0
LOC111128621,NA
LOC111128619,NA
LOC111128620,NA
LOC111128622,0
LOC111128615,NA
LOC111128628,NA
LOC111128626,0
LOC111128624,NA
LOC111128613,NA
LOC111128635,NA
LOC111128637,NA
LOC111131760,NA
LOC111128827,NA
LOC111131737,NA
LOC111128842,0
LOC111128844,NA
LOC111128843,NA
LOC111131742,NA
LOC111127942,0
LOC111131634,NA
LOC111130880,0
LOC111131127,0
LOC111131128,NA
LOC111127932,0
LOC111127931,NA
LOC111127854,NA
LOC111127830,NA
LOC111128033,NA
LOC111129807,NA
LOC111129808,NA
LOC111127962,NA
LOC111131846,NA
LOC111131453,NA
LOC111131189,NA
LOC111131572,NA
LOC111130227,0
LOC111131548,NA
LOC111131547,NA
LOC111127734,0
LOC111131848,NA
LOC111129810,-0.294488934640696
LOC111130849,NA
LOC111129207,NA
LOC111129206,NA
LOC111129205,0
LOC111129208,NA
LOC111131190,0
LOC111131191,NA
LOC111135731,0
LOC111136555,0
LOC111136066,-0.850476793752013
LOC111136068,NA
LOC111136069,NA
LOC111133373,NA
LOC111134495,NA
LOC111134496,NA
LOC111134487,NA
LOC111134488,NA
LOC111134493,0
LOC111134494,NA
LOC111134491,NA
LOC111134489,NA
LOC111134292,NA
LOC111134245,NA
LOC111132164,0
LOC111132163,0
LOC111135760,0
LOC111099157,0
LOC111133246,0
LOC111133249,NA
LOC111133248,0
LOC111133247,NA
LOC111135248,0
LOC111135251,NA
LOC111135250,NA
LOC111135762,NA
LOC111137881,NA
LOC111137883,NA
LOC111137882,NA
LOC111134701,0
LOC111133727,0
LOC111133726,NA
LOC111133730,NA
LOC111133729,0
LOC111133725,0
LOC111099228,NA
LOC111099078,NA
LOC111134623,NA
LOC111134628,NA
LOC111134624,NA
LOC111134627,NA
LOC111134626,NA
LOC111134034,NA
LOC111134263,NA
LOC111136381,0
LOC111135785,NA
LOC111135794,NA
LOC111138430,NA
LOC111135804,NA
LOC111138429,NA
LOC111132958,NA
LOC111138008,NA
LOC111138467,NA
LOC111137177,0
LOC111137178,0
Trnal-aag_7,NA
LOC111135959,0
LOC111099216,0
LOC111136484,0
LOC111136575,NA
LOC111135898,NA
LOC111133205,0
LOC111135910,0
LOC111132060,0
LOC111137190,NA
LOC111136438,-0.21271203391334
LOC111136439,0
LOC111133975,NA
LOC111132722,NA
LOC111134241,NA
LOC111135923,NA
LOC111133883,NA
LOC111133552,NA
LOC111135934,NA
LOC111133648,NA
LOC111133646,NA
LOC111133645,NA
LOC111133649,NA
LOC111133647,NA
LOC111133643,NA
LOC111133653,NA
LOC111133652,NA
LOC111133650,NA
LOC111137161,NA
LOC111132856,NA
LOC111133925,0
LOC111134316,NA
LOC111135965,0
LOC111136243,0
LOC111135973,0
LOC111133403,0
LOC111134103,0
LOC111134106,NA
LOC111134105,0
LOC111134104,NA
LOC111135981,0
LOC111133800,NA
LOC111135382,0
LOC111137525,0
LOC111135289,0
LOC111136000,0
LOC111135288,0
LOC111135287,0
LOC111099199,NA
LOC111135647,NA
LOC111135648,NA
LOC111136007,NA
LOC111134052,NA
LOC111136013,0
LOC111137685,0
LOC111137678,0
LOC111137688,NA
LOC111137683,0
LOC111137691,NA
LOC111137681,0
LOC111137680,0
LOC111137682,0
LOC111137692,NA
LOC111137679,0
LOC111137686,NA
LOC111137689,NA
LOC111137684,-0.111138750791753
LOC111137677,0
LOC111137687,0
LOC111137676,0
LOC111137690,NA
LOC111136295,0
LOC111136296,0
LOC111136034,0
LOC111136035,0
LOC111134903,0
LOC111136544,NA
LOC111099155,NA
LOC111099178,NA
LOC111136038,0
LOC111133361,NA
LOC111138408,NA
LOC111137802,NA
LOC111099038,NA
LOC111099089,0
LOC111137430,NA
LOC111133706,NA
LOC111136932,NA
LOC111136848,NA
LOC111136847,NA
LOC111137376,0
LOC111137375,NA
LOC111133132,0
LOC111133133,0
LOC111134617,NA
LOC111134619,NA
LOC111136041,NA
LOC111134618,NA
LOC111134620,NA
LOC111134616,0
LOC111099063,0
LOC111138201,0
LOC111137528,0
LOC111137529,0
LOC111133229,0
LOC111136051,0
LOC111132762,0
LOC111136760,0
LOC111136761,NA
LOC111099031,NA
LOC111137049,NA
LOC111135724,0
LOC111135725,NA
LOC111136088,NA
LOC111137696,NA
LOC111135480,NA
LOC111136096,NA
LOC111135479,NA
LOC111137339,NA
LOC111138472,0
LOC111135614,NA
LOC111136104,NA
LOC111136160,0
LOC111136174,NA
LOC111136081,0
LOC111137884,NA
LOC111137885,NA
LOC111136178,NA
LOC111137526,NA
LOC111136179,NA
LOC111134514,0
LOC111137334,NA
LOC111135147,0
LOC111136184,NA
LOC111137071,NA
LOC111137256,0
LOC111137641,-3.76181901228956
LOC111132160,-0.0361749651866777
LOC111133665,NA
LOC111136305,0
LOC111136304,NA
LOC111137505,NA
LOC111137718,NA
LOC111132325,0
Trnak-uuu_28,NA
LOC111133128,NA
Trnak-cuu_5,NA
LOC111136310,NA
LOC111137118,NA
LOC111099230,NA
LOC111134339,NA
LOC111134343,NA
LOC111134344,NA
LOC111134342,NA
LOC111134338,0
LOC111134340,NA
LOC111134341,0
LOC111133210,NA
LOC111133182,NA
LOC111137748,NA
LOC111138049,NA
LOC111132180,0
LOC111132178,0
LOC111133521,0
LOC111133522,0
LOC111132186,NA
LOC111136916,NA
LOC111135943,NA
LOC111136232,NA
LOC111135944,NA
LOC111138312,NA
LOC111136238,NA
LOC111132101,NA
LOC111137010,-4.29845385015116
LOC111134999,0
Trnag-ucc_10,NA
LOC111134892,NA
LOC111134893,NA
LOC111136250,0
LOC111137610,NA
LOC111137160,0
LOC111134571,NA
LOC111134570,0
LOC111136291,NA
LOC111134293,0
LOC111136303,0
LOC111136308,NA
LOC111099138,0
LOC111133986,NA
LOC111133987,NA
LOC111133988,0
LOC111133985,-3.16024274612524
LOC111137602,-2.51928123320316
LOC111137601,0
LOC111135004,0
LOC111135005,0
LOC111132915,0
LOC111132916,NA
LOC111132942,NA
LOC111133492,NA
LOC111132974,NA
LOC111132955,0
LOC111133947,-1.56397552189217
LOC111135320,NA
LOC111137247,0
LOC111137248,NA
LOC111135361,0
LOC111134275,0
LOC111138207,NA
LOC111133797,0
LOC111132917,0
LOC111132025,NA
LOC111138169,NA
LOC111136335,NA
LOC111138388,0
LOC111134107,NA
LOC111138097,NA
LOC111136392,NA
LOC111135159,NA
LOC111135161,NA
LOC111135158,NA
LOC111134839,NA
LOC111134840,0
LOC111133900,NA
LOC111132406,-0.758710920638616
LOC111137169,0
LOC111133059,0
LOC111136148,-0.409504150781716
LOC111135209,NA
LOC111135211,NA
LOC111135212,NA
LOC111136401,NA
LOC111135365,NA
LOC111138351,0
LOC111138350,0
LOC111138352,0
LOC111135414,-3.76181901228956
LOC111135415,NA
LOC111138375,NA
LOC111136821,0
LOC111136820,0
LOC111137658,0
LOC111136409,0
LOC111133869,NA
LOC111135368,NA
LOC111135370,NA
LOC111135366,-0.300777707620158
LOC111137122,0
LOC111133889,NA
LOC111133006,0
LOC111133005,NA
LOC111133627,NA
LOC111136421,NA
LOC111135705,0
LOC111135703,0
LOC111134139,NA
LOC111099116,NA
LOC111136841,NA
LOC111138326,NA
LOC111136417,NA
LOC111136254,0
LOC111134950,0
LOC111136905,0
LOC111138074,NA
LOC111132181,0
LOC111133557,NA
LOC111135051,NA
LOC111135052,NA
LOC111137817,NA
LOC111136441,0
LOC111137709,NA
LOC111133528,NA
LOC111132168,NA
LOC111133753,NA
LOC111137148,NA
LOC111136455,NA
LOC111137491,NA
LOC111134201,0
LOC111134200,0
LOC111135059,0
LOC111135057,0
LOC111138448,0
LOC111137011,NA
LOC111136416,0
LOC111136457,NA
LOC111134229,NA
LOC111138485,NA
LOC111136519,0
LOC111132149,0
LOC111137116,NA
LOC111133705,0
LOC111135247,0
LOC111136807,0
LOC111138164,NA
LOC111133764,0
LOC111133863,NA
LOC111136323,NA
LOC111136325,NA
LOC111136052,0
LOC111136053,NA
LOC111132157,0
LOC111133808,NA
LOC111137599,NA
LOC111136297,NA
LOC111136298,NA
LOC111134408,NA
LOC111134180,NA
LOC111137530,NA
LOC111136071,0
LOC111136072,NA
LOC111135571,-0.0524778871416848
LOC111134786,0
LOC111134783,0
LOC111133207,NA
LOC111137724,NA
LOC111134140,NA
LOC111133969,NA
LOC111133970,0
LOC111136483,0
LOC111135974,0
LOC111136491,NA
LOC111137478,NA
LOC111137663,NA
LOC111137098,NA
LOC111136498,NA
LOC111138287,NA
LOC111134448,NA
LOC111136517,NA
LOC111136532,NA
LOC111134257,NA
LOC111136541,-0.298009788446359
LOC111138009,0
LOC111136569,NA
LOC111134119,NA
LOC111133798,NA
LOC111138038,NA
LOC111136608,NA
LOC111133392,0
LOC111136614,NA
LOC111135419,0
LOC111135420,0
LOC111135421,NA
LOC111135583,0
LOC111135584,0
LOC111137943,NA
LOC111134026,NA
LOC111135958,NA
LOC111136620,NA
LOC111133366,NA
LOC111136625,NA
LOC111133040,NA
LOC111138465,NA
LOC111134194,NA
LOC111136637,NA
LOC111136640,NA
LOC111136725,0
LOC111132037,NA
LOC111133349,NA
LOC111132988,0
LOC111136659,NA
LOC111135321,0
LOC111135322,NA
LOC111132237,0
LOC111133209,0
LOC111136497,NA
LOC111137316,0
LOC111137317,NA
LOC111138253,NA
LOC111133165,NA
LOC111134434,0
LOC111133933,NA
LOC111137639,0
LOC111136601,NA
LOC111133204,NA
LOC111136665,NA
LOC111138285,NA
LOC111134505,-0.620380332696484
LOC111134506,0
LOC111136375,NA
LOC111136578,NA
LOC111138380,NA
LOC111099055,NA
LOC111138323,0
LOC111099062,0
LOC111137798,NA
LOC111132586,0
LOC111099052,NA
LOC111136678,0
LOC111137934,0
LOC111136685,NA
LOC111136694,NA
LOC111134176,NA
LOC111133681,NA
LOC111138407,NA
LOC111133756,0
LOC111133757,0
LOC111136717,NA
LOC111135201,-1.40358018300902
LOC111135202,0
LOC111135203,NA
LOC111134688,0
LOC111134690,0
LOC111137382,NA
LOC111133984,NA
LOC111135769,NA
LOC111136730,NA
LOC111133032,NA
LOC111136734,NA
LOC111132170,NA
LOC111132863,NA
LOC111132805,NA
LOC111132792,NA
LOC111136589,NA
LOC111136588,NA
LOC111135042,NA
LOC111135041,0
LOC111135045,NA
LOC111135044,NA
LOC111135039,NA
LOC111135046,NA
LOC111135043,NA
LOC111135040,0
LOC111138025,NA
LOC111132957,NA
LOC111137265,0
LOC111099122,NA
LOC111133329,0
LOC111134304,0
LOC111133819,NA
LOC111137308,0
LOC111133338,NA
LOC111132954,NA
LOC111136797,NA
LOC111137713,-2.70320680965676
LOC111134457,0
LOC111134458,0
LOC111136673,NA
LOC111136411,NA
LOC111138446,NA
LOC111138415,NA
LOC111132041,0
LOC111132035,NA
LOC111137542,NA
LOC111132431,0
LOC111138329,NA
LOC111134286,0
LOC111134908,NA
LOC111134909,NA
LOC111136825,NA
LOC111138452,NA
LOC111138453,NA
LOC111137698,NA
LOC111136834,NA
LOC111133772,NA
LOC111136247,0
LOC111136246,NA
LOC111135887,NA
LOC111135888,NA
LOC111135886,0
LOC111133230,NA
LOC111099067,0
LOC111136846,NA
LOC111133789,NA
LOC111133790,NA
LOC111133791,NA
LOC111137896,NA
LOC111136855,NA
LOC111134024,0
LOC111136886,NA
LOC111136894,NA
LOC111136218,-1.38356494358142
LOC111136772,NA
LOC111136771,NA
LOC111138146,NA
LOC111138147,NA
LOC111136732,0
LOC111136470,NA
LOC111099203,NA
LOC111135404,NA
LOC111133642,NA
LOC111135850,0
LOC111136911,0
LOC111137967,NA
LOC111137291,NA
LOC111136919,NA
LOC111134508,NA
LOC111132416,0
LOC111133937,NA
LOC111137920,NA
LOC111137318,NA
LOC111099188,NA
LOC111137329,NA
LOC111135872,0
LOC111134967,0
LOC111136666,NA
LOC111136936,NA
LOC111135859,0
LOC111132034,0
LOC111136941,NA
LOC111136949,NA
LOC111134962,NA
LOC111133821,NA
LOC111136731,0
LOC111133369,0
LOC111136859,NA
LOC111136858,0
LOC111136857,0
LOC111133781,0
LOC111135892,0
LOC111136958,0
LOC111136017,0
LOC111134905,NA
LOC111134904,NA
LOC111136980,NA
LOC111136726,NA
LOC111137003,NA
LOC111137013,NA
LOC111137020,0
LOC111134681,0
LOC111134682,NA
LOC111137962,NA
LOC111134088,NA
LOC111135055,NA
LOC111134622,-0.288067353160295
LOC111136329,NA
LOC111136328,0
LOC111135543,0
LOC111135544,0
LOC111133183,NA
LOC111133767,NA
LOC111137029,NA
LOC111099182,0
LOC111136548,0
LOC111134601,NA
LOC111135165,0
LOC111135166,NA
LOC111135442,0
LOC111137900,0
LOC111137901,NA
LOC111137903,NA
LOC111135220,-0.415301198434985
LOC111135219,0
LOC111138303,0
LOC111138305,0
LOC111138304,NA
LOC111136602,NA
LOC111135774,0
LOC111138197,0
LOC111133766,NA
LOC111132158,0
LOC111135761,0
LOC111132051,NA
LOC111133284,NA
LOC111134746,NA
LOC111134748,-0.109725794658121
LOC111136139,0
LOC111137775,0
LOC111136224,0
LOC111133938,NA
LOC111135257,0
LOC111135256,NA
LOC111137009,0
LOC111137080,NA
LOC111135619,0
Trnaq-uug_2,NA
Trnaq-cug_1,NA
LOC111099200,0
LOC111137108,0
LOC111136146,0
LOC111137124,NA
LOC111133722,NA
LOC111134039,NA
LOC111137952,NA
LOC111136108,NA
LOC111136105,NA
LOC111136107,NA
LOC111136735,NA
LOC111136599,NA
LOC111133996,NA
LOC111136454,NA
LOC111132175,NA
LOC111137120,0
LOC111134599,0
LOC111134600,NA
LOC111137800,NA
LOC111138072,NA
LOC111138073,NA
LOC111134123,NA
LOC111134451,NA
LOC111134197,NA
LOC111134098,NA
LOC111133743,NA
LOC111133490,NA
LOC111134303,NA
LOC111134115,NA
LOC111137097,NA
LOC111132983,NA
LOC111132984,NA
LOC111136756,NA
LOC111133685,NA
LOC111132078,NA
LOC111132077,NA
LOC111133677,NA
LOC111134524,0
LOC111134062,NA
LOC111099082,NA
LOC111099083,NA
LOC111099086,NA
LOC111099084,NA
LOC111099085,NA
LOC111138160,NA
LOC111138161,NA
LOC111133731,0
LOC111132920,NA
LOC111135475,NA
LOC111135060,0
LOC111137151,-0.844709403745118
LOC111137166,NA
LOC111134033,NA
LOC111133503,0
LOC111137023,NA
LOC111137631,0
LOC111137630,0
LOC111137632,NA
LOC111133014,NA
LOC111136660,NA
LOC111133512,NA
LOC111133514,NA
LOC111133513,NA
LOC111138212,0
LOC111137188,NA
LOC111137195,NA
LOC111134125,NA
LOC111134621,0
LOC111133755,NA
LOC111136617,NA
LOC111137210,NA
LOC111137448,NA
LOC111137988,NA
LOC111137231,NA
LOC111134415,NA
LOC111138043,NA
LOC111137246,NA
LOC111133919,NA
LOC111133918,NA
LOC111137304,NA
LOC111099098,NA
LOC111099097,0
LOC111133563,0
LOC111133564,0
LOC111138028,0
LOC111138027,0
LOC111137473,NA
LOC111132973,0
LOC111137701,NA
LOC111135631,NA
LOC111135633,NA
LOC111135630,NA
LOC111135707,NA
LOC111133769,0
LOC111132496,0
LOC111132495,0
LOC111137659,-0.674224255589936
LOC111134300,0
LOC111136511,NA
LOC111135902,NA
LOC111135901,NA
LOC111136862,NA
LOC111138120,NA
LOC111132879,0
LOC111134725,0
LOC111137768,0
LOC111099152,0
LOC111099153,0
LOC111133533,0
LOC111133024,0
