gene_id,logP
LOC111123244,-1.39568201156032
LOC111123249,NA
LOC111104242,NA
LOC111104232,0
LOC111124668,NA
LOC111124624,0
LOC111124664,NA
LOC111124646,NA
LOC111124643,NA
LOC111124652,0
LOC111124639,0
LOC111124632,0
LOC111124660,NA
LOC111099921,NA
LOC111112607,NA
LOC111135290,-1.33068346950581
LOC111104064,NA
LOC111122693,NA
LOC111101430,NA
LOC111114677,NA
LOC111101017,NA
LOC111106426,NA
LOC111101809,0
LOC111106437,0
LOC111137728,NA
LOC111107793,NA
LOC111115176,NA
LOC111137050,NA
LOC111105732,NA
LOC111116119,NA
LOC111116100,NA
LOC111138003,0
LOC111126828,0
LOC111132794,0
LOC111111824,NA
LOC111111819,NA
LOC111101359,NA
LOC111101340,NA
LOC111101350,0
LOC111101313,0
LOC111127585,NA
LOC111118200,0
LOC111102634,NA
LOC111112511,NA
LOC111130623,NA
LOC111130433,0
LOC111130511,NA
LOC111130465,NA
LOC111130390,NA
LOC111130354,NA
LOC111130318,NA
LOC111130311,NA
LOC111130484,NA
LOC111130471,NA
LOC111130377,0
LOC111130602,NA
LOC111106446,0
LOC111106456,NA
LOC111130453,0
LOC111130631,NA
LOC111130424,0
LOC111130286,0
LOC111130352,0
LOC111130574,0
LOC111130406,NA
LOC111130609,NA
LOC111130567,NA
LOC111130385,NA
LOC111130410,NA
LOC111130344,0
LOC111130501,-3.26114417526505
LOC111130325,0
LOC111130305,0
LOC111130459,NA
LOC111130596,NA
LOC111130443,NA
LOC111130520,NA
LOC111130556,NA
LOC111130547,0
LOC111130415,0
LOC111130561,NA
LOC111106472,0
LOC111106482,0
LOC111106490,0
LOC111106499,NA
LOC111106509,NA
LOC111130589,NA
LOC111130616,NA
LOC111106515,0
LOC111106522,NA
LOC111130539,NA
LOC111113210,NA
LOC111106533,0
LOC111124874,NA
LOC111124867,0
LOC111103765,0
LOC111111334,0
LOC111105971,NA
LOC111124007,NA
LOC111120493,0
LOC111099079,-1.34710429810789
LOC111114272,NA
LOC111106542,0
LOC111105249,0
LOC111105269,-1.58076740555266
LOC111106550,NA
LOC111105275,0
LOC111106570,0
LOC111118792,0
LOC111118786,0
LOC111133486,NA
LOC111133478,0
LOC111114657,0
LOC111118982,NA
LOC111132009,NA
LOC111128760,NA
LOC111128769,NA
LOC111128753,0
LOC111128747,0
LOC111113356,0
LOC111106579,NA
LOC111120346,NA
LOC111116948,NA
LOC111119367,NA
LOC111123957,NA
LOC111110188,NA
LOC111106588,NA
LOC111131820,NA
LOC111114693,NA
LOC111114798,NA
LOC111106598,NA
LOC111100593,NA
LOC111112876,NA
LOC111123118,NA
LOC111113798,NA
LOC111113787,NA
LOC111113491,NA
LOC111121724,NA
LOC111106608,NA
LOC111106615,NA
LOC111113589,NA
LOC111125612,0
LOC111110699,NA
LOC111128605,0
LOC111134351,0
LOC111134337,0
LOC111128999,0
LOC111129024,0
LOC111129039,NA
LOC111129008,0
LOC111129031,NA
LOC111129016,NA
LOC111135878,0
LOC111136934,NA
LOC111126049,-0.410542423590023
LOC111126007,0
LOC111119661,NA
LOC111106624,NA
LOC111100718,0
LOC111106632,NA
LOC111100763,NA
LOC111106640,NA
LOC111106643,NA
LOC111100754,0
LOC111106652,NA
LOC111100745,NA
LOC111100735,NA
LOC111100729,NA
LOC111129668,NA
LOC111129644,-0.830594684491454
LOC111129685,NA
LOC111102695,NA
LOC111135015,0
LOC111135073,NA
LOC111135056,NA
LOC111115675,-0.802863971980871
LOC111109028,NA
LOC111109043,NA
LOC111109066,NA
LOC111137575,NA
LOC111112404,0
LOC111137325,0
LOC111106657,NA
LOC111137348,NA
LOC111106665,NA
LOC111106669,NA
LOC111137338,NA
LOC111137355,NA
LOC111137368,0
LOC111104070,NA
LOC111106676,NA
LOC111106685,NA
LOC111122782,NA
LOC111109953,NA
LOC111100940,NA
LOC111122301,0
LOC111120028,0
LOC111120021,NA
LOC111101863,NA
LOC111103869,0
LOC111099982,NA
LOC111120111,0
LOC111106696,0
LOC111129431,NA
LOC111112364,NA
LOC111120042,0
LOC111109497,NA
LOC111118972,NA
LOC111118963,0
LOC111118939,0
LOC111101564,0
LOC111129777,0
LOC111119853,NA
LOC111106704,NA
LOC111101529,0
LOC111109717,0
LOC111106712,0
LOC111106719,-2.68303037436984
LOC111137738,NA
LOC111137729,-0.956672052034477
LOC111137759,NA
LOC111137752,NA
LOC111137765,NA
LOC111137725,NA
LOC111137675,0
LOC111104093,0
LOC111104079,0
LOC111104085,0
LOC111113238,0
LOC111119887,NA
LOC111113767,NA
LOC111103913,NA
LOC111106855,NA
LOC111107607,0
LOC111111336,0
LOC111102962,NA
LOC111118274,0
LOC111112096,0
LOC111108303,0
LOC111106040,0
LOC111104662,NA
LOC111112792,NA
LOC111118074,0
LOC111106730,NA
LOC111118638,NA
LOC111118559,NA
LOC111118803,NA
LOC111119017,NA
LOC111118722,NA
LOC111118873,NA
LOC111118400,NA
LOC111118951,NA
LOC111118469,NA
LOC111109132,0
LOC111117935,NA
LOC111117332,NA
LOC111114159,NA
LOC111116412,0
LOC111114996,0
LOC111110550,NA
LOC111100444,NA
LOC111099049,NA
LOC111102570,NA
LOC111109105,0
LOC111109133,NA
LOC111106737,NA
LOC111126755,NA
LOC111106743,NA
LOC111115442,NA
LOC111119089,NA
LOC111119964,NA
LOC111120486,NA
LOC111137933,0
LOC111120440,NA
LOC111110178,NA
LOC111111528,0
LOC111135967,0
LOC111135947,0
LOC111099928,-0.696531179039363
LOC111103306,NA
LOC111114120,NA
LOC111106753,0
LOC111116763,0
LOC111129824,0
LOC111129829,-2.17667494227113
LOC111124173,0
LOC111124155,0
LOC111124184,NA
LOC111136961,0
LOC111136968,-0.469101209137943
LOC111132332,-0.0178000582905777
LOC111119427,0
LOC111106756,NA
LOC111115999,0
LOC111113833,NA
LOC111138258,NA
LOC111106766,0
LOC111138213,0
LOC111138249,0
LOC111138235,0
LOC111103194,NA
LOC111112127,NA
LOC111109002,NA
LOC111110378,NA
LOC111105558,NA
LOC111105219,NA
LOC111115939,NA
LOC111134997,-0.45698215956374
LOC111114977,NA
Trnaa-cgc,NA
LOC111105017,NA
LOC111124684,0
LOC111124723,0
LOC111124695,0
LOC111101916,-0.984759251102772
LOC111101925,-7.16069188290941
LOC111131806,-0.0594777862943536
LOC111131799,NA
LOC111116966,-3.94306752236749
LOC111115391,NA
LOC111109218,NA
LOC111127280,NA
LOC111127234,NA
LOC111127271,NA
LOC111111022,NA
LOC111132395,NA
LOC111110396,NA
LOC111110410,NA
LOC111119381,NA
LOC111101885,NA
LOC111124866,NA
LOC111116772,0
LOC111103740,NA
LOC111103920,NA
LOC111121467,0
LOC111136618,NA
LOC111136636,NA
LOC111137128,NA
LOC111137134,NA
LOC111137143,NA
LOC111112115,NA
LOC111118643,NA
LOC111110636,0
LOC111110658,0
LOC111106788,0
LOC111100381,0
LOC111128016,0
LOC111124619,-1.40105658868433
LOC111123898,0
LOC111115327,NA
LOC111125844,NA
LOC111125855,NA
LOC111125873,NA
LOC111125865,NA
LOC111136736,NA
LOC111136710,0
LOC111136729,0
LOC111121126,NA
LOC111103474,0
LOC111127822,NA
LOC111127799,0
LOC111126137,0
LOC111101440,NA
LOC111112008,NA
LOC111106806,NA
LOC111122397,NA
LOC111134313,0
LOC111106816,NA
LOC111110766,NA
LOC111123744,NA
LOC111113188,0
LOC111132922,0
LOC111133016,0
LOC111115959,NA
LOC111114715,0
LOC111114753,NA
LOC111114743,NA
LOC111114734,NA
LOC111136753,NA
LOC111136745,NA
LOC111125327,NA
LOC111125322,NA
LOC111125332,NA
LOC111106823,NA
LOC111106832,NA
LOC111099835,NA
LOC111112909,0
LOC111113599,NA
LOC111113609,NA
LOC111102200,NA
LOC111124350,0
LOC111124596,0
LOC111124600,NA
LOC111104659,0
LOC111110565,NA
LOC111105911,NA
LOC111106833,NA
LOC111109612,NA
LOC111109603,NA
LOC111099518,NA
LOC111114027,0
LOC111114037,NA
LOC111099732,NA
LOC111115600,0
LOC111112959,0
LOC111137522,NA
LOC111103486,NA
LOC111113887,NA
LOC111135369,NA
LOC111135375,NA
LOC111135364,-0.746721102538328
LOC111127110,NA
LOC111138187,NA
LOC111108200,0
LOC111119424,NA
LOC111104818,0
LOC111112419,NA
LOC111123994,-0.436099952656633
LOC111124003,NA
LOC111121836,NA
LOC111110935,NA
LOC111122347,0
LOC111102815,0
Trnam-cau,NA
LOC111104504,0
LOC111099109,NA
LOC111137235,NA
LOC111101507,NA
LOC111124361,0
LOC111132880,0
LOC111121092,NA
LOC111126518,0
LOC111126338,-1.00497798904737
LOC111119119,NA
LOC111116791,NA
LOC111133100,NA
LOC111101147,NA
LOC111130356,NA
LOC111130213,NA
LOC111130280,0
LOC111128351,0
LOC111128360,NA
LOC111128345,NA
LOC111099751,NA
LOC111106841,NA
LOC111105193,NA
LOC111105172,NA
LOC111105183,NA
LOC111108963,0
LOC111126467,0
LOC111106850,NA
LOC111126458,-1.69174661724797
LOC111126456,0
LOC111125294,0
LOC111125243,NA
LOC111125268,NA
LOC111125285,NA
LOC111106860,0
LOC111106864,NA
LOC111106872,NA
LOC111134137,NA
LOC111134144,NA
LOC111129353,NA
LOC111129368,NA
LOC111106878,NA
LOC111123629,0
LOC111119497,NA
LOC111105156,NA
LOC111125321,NA
LOC111119470,NA
LOC111136331,NA
LOC111135226,0
LOC111135217,NA
LOC111105144,NA
LOC111105133,-1.41746240566533
LOC111106886,NA
LOC111105368,NA
LOC111109459,NA
LOC111137315,0
LOC111125761,0
LOC111109819,0
LOC111101648,0
LOC111136838,NA
LOC111110416,NA
LOC111119515,NA
LOC111133395,NA
LOC111133388,NA
LOC111129693,0
LOC111105869,NA
LOC111100585,0
LOC111109659,0
LOC111106797,NA
LOC111123169,NA
LOC111105291,NA
LOC111104564,NA
LOC111124836,0
LOC111124844,NA
LOC111099872,0
LOC111106892,NA
LOC111103708,NA
LOC111102415,NA
LOC111119595,NA
LOC111106903,NA
LOC111104453,0
LOC111126000,NA
LOC111099217,NA
LOC111099289,NA
LOC111099262,0
LOC111099278,NA
LOC111099246,NA
LOC111124340,NA
LOC111124308,0
LOC111124329,0
LOC111124297,0
LOC111124318,NA
LOC111103647,-0.0645641744157401
LOC111099628,NA
LOC111129539,NA
LOC111127150,NA
LOC111133268,0
LOC111104546,NA
LOC111113377,NA
LOC111115300,0
LOC111122724,NA
LOC111101291,-1.38347454086333
LOC111114240,0
LOC111118768,NA
LOC111112331,NA
LOC111120516,NA
LOC111128131,NA
LOC111128122,0
LOC111128139,NA
LOC111138113,NA
LOC111138135,NA
LOC111138121,NA
LOC111138107,NA
LOC111138130,NA
LOC111138099,0
LOC111114614,NA
LOC111133473,NA
LOC111099738,NA
LOC111112354,NA
LOC111106913,NA
LOC111123622,NA
LOC111106923,NA
LOC111122330,NA
LOC111122323,NA
LOC111122337,NA
LOC111106934,NA
LOC111123195,NA
LOC111120589,0
LOC111120514,NA
LOC111109904,NA
LOC111125201,0
LOC111125212,NA
LOC111125239,0
LOC111119066,0
LOC111119780,NA
LOC111113480,NA
LOC111124024,NA
LOC111105578,NA
LOC111103638,NA
LOC111135260,0
LOC111135282,NA
LOC111135270,NA
LOC111104740,NA
LOC111122239,NA
LOC111135788,0
LOC111127397,0
LOC111124154,0
LOC111106943,NA
LOC111124262,0
LOC111124480,0
LOC111125544,-2.33692861500846
LOC111113554,NA
LOC111124678,NA
LOC111128589,0
LOC111128583,NA
LOC111128568,NA
LOC111128582,0
LOC111114811,NA
LOC111114826,NA
LOC111112949,NA
LOC111099677,NA
LOC111120051,NA
LOC111133592,NA
LOC111133577,0
LOC111135381,0
LOC111101000,NA
LOC111104835,0
LOC111105000,0
LOC111112925,0
LOC111124544,0
LOC111106950,NA
LOC111106956,NA
LOC111128534,0
LOC111128479,NA
LOC111106966,0
LOC111128436,0
LOC111128551,NA
LOC111128541,NA
LOC111128487,NA
LOC111128524,NA
LOC111128517,NA
LOC111128494,NA
LOC111128469,NA
LOC111128457,NA
LOC111128547,NA
LOC111128532,NA
LOC111131673,-0.834017722841241
LOC111131660,NA
LOC111131664,NA
LOC111133500,0
LOC111137110,NA
LOC111127289,0
LOC111136152,0
LOC111136106,0
LOC111136284,0
LOC111132803,-0.616559907601142
LOC111132815,0
LOC111108658,NA
LOC111102833,0
LOC111102943,0
LOC111106973,-0.0322744827990056
LOC111106981,NA
LOC111118997,NA
LOC111113991,NA
LOC111113037,0
LOC111124604,NA
Trnag-ucc,NA
Trnag-ucc_1,NA
LOC111114907,NA
LOC111099844,0
LOC111099871,NA
LOC111099851,NA
LOC111099861,NA
LOC111113091,NA
Trnag-ucc_2,NA
Trnag-ucc_3,NA
LOC111107006,NA
LOC111102020,0
LOC111133545,NA
LOC111133560,NA
LOC111125905,0
LOC111125959,0
LOC111125944,NA
LOC111125940,NA
LOC111125964,0
LOC111125980,NA
LOC111125972,0
LOC111125946,0
LOC111125998,NA
LOC111125990,NA
LOC111125951,0
LOC111119391,0
LOC111116995,NA
LOC111117002,NA
LOC111138399,NA
LOC111099174,0
LOC111103784,NA
LOC111128162,NA
LOC111128149,NA
LOC111128172,NA
LOC111128181,NA
LOC111134017,NA
LOC111120136,-0.109725794658121
LOC111120143,0
LOC111120161,NA
LOC111109402,NA
LOC111107015,NA
LOC111110147,NA
LOC111125374,NA
LOC111125331,NA
LOC111115821,NA
LOC111126308,NA
LOC111119612,NA
LOC111133058,NA
LOC111112847,NA
LOC111135409,0
LOC111135436,NA
LOC111135430,NA
LOC111118748,NA
LOC111134518,NA
LOC111134528,NA
LOC111131167,0
LOC111131186,-2.9548762102324
LOC111113514,NA
LOC111113524,NA
LOC111137455,NA
LOC111137444,NA
LOC111107020,NA
LOC111116322,NA
LOC111107028,NA
LOC111111787,NA
LOC111119399,NA
LOC111116332,NA
LOC111107036,NA
LOC111116190,NA
LOC111124784,NA
LOC111119037,NA
LOC111119047,NA
LOC111121446,NA
LOC111113969,NA
LOC111116044,0
LOC111123109,NA
LOC111103515,NA
Trnaw-cca,NA
Trnaw-cca_1,NA
Trnaw-cca_2,NA
Trnaw-cca_3,NA
Trnaw-cca_4,NA
Trnaw-cca_5,NA
LOC111103519,NA
LOC111121102,NA
LOC111121112,NA
LOC111099529,NA
LOC111099605,NA
LOC111107044,NA
LOC111129968,0
LOC111107051,NA
LOC111107059,NA
LOC111129469,-0.758710920638616
LOC111102465,NA
LOC111105717,NA
LOC111115651,0
LOC111113042,NA
LOC111107065,NA
LOC111119631,NA
LOC111104186,NA
LOC111138032,NA
LOC111101050,0
LOC111122072,0
LOC111109989,0
LOC111109974,NA
LOC111113370,0
LOC111104618,NA
LOC111100699,0
LOC111122611,NA
LOC111113220,NA
LOC111105084,NA
LOC111105066,0
LOC111130267,0
LOC111134856,NA
LOC111100581,0
LOC111107070,NA
LOC111123722,NA
LOC111102531,NA
LOC111104470,NA
LOC111104462,NA
LOC111130517,NA
LOC111102456,NA
LOC111099643,NA
LOC111099652,NA
LOC111123484,NA
LOC111107083,NA
LOC111107091,NA
LOC111115342,NA
LOC111107098,NA
LOC111120958,NA
LOC111107114,NA
LOC111120206,0
LOC111104595,NA
LOC111120560,NA
LOC111121402,NA
LOC111107123,NA
LOC111120198,NA
LOC111120119,NA
LOC111136059,NA
LOC111116086,NA
LOC111112305,NA
LOC111109942,NA
LOC111102221,NA
LOC111114918,NA
LOC111104714,0
LOC111107139,NA
LOC111104750,0
LOC111104766,NA
LOC111104697,0
LOC111104758,NA
LOC111107142,NA
LOC111107146,NA
LOC111107157,NA
LOC111104737,NA
LOC111127299,0
LOC111127308,NA
LOC111119480,NA
LOC111099088,NA
LOC111103048,NA
LOC111134008,0
LOC111117407,NA
LOC111107166,NA
LOC111105435,NA
LOC111137861,NA
LOC111101726,NA
LOC111114684,0
LOC111107175,0
LOC111124518,0
LOC111128041,0
LOC111099949,NA
LOC111099958,NA
LOC111099941,0
LOC111099509,NA
LOC111109410,0
LOC111103072,0
LOC111125484,0
LOC111125529,NA
LOC111125518,NA
LOC111125511,NA
LOC111125505,-0.590067419868163
LOC111136189,0
LOC111114331,NA
LOC111114501,NA
LOC111114426,NA
LOC111107270,NA
LOC111137387,NA
LOC111138494,NA
LOC111122852,0
LOC111122896,NA
LOC111138026,0
LOC111129222,NA
LOC111129216,0
LOC111129199,NA
LOC111107188,0
LOC111129139,NA
LOC111129172,NA
LOC111129132,NA
LOC111129192,NA
LOC111129122,0
LOC111129163,NA
LOC111129178,NA
LOC111103632,NA
Trnaa-cgc_1,NA
LOC111107198,NA
LOC111119928,NA
LOC111119911,NA
LOC111119895,NA
LOC111119938,NA
LOC111119947,NA
LOC111119902,NA
LOC111119954,NA
LOC111119922,NA
LOC111099887,0
LOC111136581,NA
LOC111114332,0
LOC111107205,NA
LOC111100914,0
LOC111135756,NA
LOC111107206,NA
LOC111135778,NA
LOC111135743,0
LOC111107213,NA
LOC111107221,-0.45896559562868
LOC111107229,NA
LOC111135766,NA
LOC111135771,NA
LOC111115872,NA
LOC111126476,NA
LOC111104172,0
LOC111107239,NA
LOC111122920,NA
LOC111112308,NA
LOC111104131,NA
LOC111110475,0
LOC111137970,NA
LOC111118312,0
LOC111138159,0
LOC111135464,NA
LOC111135456,NA
LOC111135470,-0.35104899945447
LOC111100992,0
LOC111112317,NA
LOC111107251,NA
LOC111105055,NA
LOC111109546,NA
LOC111133303,0
LOC111110798,NA
Trnat-cgu,NA
LOC111114103,NA
Trnag-gcc_1,NA
Trnag-gcc_2,NA
Trnag-gcc_3,NA
Trnag-gcc_4,NA
Trnag-gcc_5,NA
Trnag-gcc_6,NA
Trnag-gcc_7,NA
Trnag-gcc_8,NA
LOC111113399,0
LOC111113423,NA
LOC111136447,-0.0826446783786272
LOC111107258,0
LOC111107267,NA
LOC111107275,NA
LOC111101037,NA
LOC111112371,NA
LOC111107280,NA
LOC111135128,NA
LOC111135235,NA
LOC111115800,NA
LOC111107286,NA
LOC111137595,0
LOC111116220,NA
LOC111122816,NA
LOC111107292,NA
LOC111119113,NA
LOC111120017,NA
LOC111112562,NA
LOC111104480,-0.121122265380054
LOC111137153,-0.109725794658121
LOC111134920,0
LOC111110592,NA
LOC111107301,0
LOC111107312,NA
LOC111123613,NA
LOC111116839,NA
LOC111107320,NA
LOC111114587,-1.69069753417115
LOC111123140,NA
LOC111123126,0
LOC111129875,0
LOC111117013,0
LOC111117025,NA
LOC111117041,0
LOC111117033,0
LOC111101232,0
LOC111114718,0
LOC111104099,0
LOC111135335,0
LOC111135345,NA
LOC111104049,0
LOC111137225,NA
LOC111137232,0
LOC111121299,NA
LOC111115537,NA
LOC111115549,NA
LOC111136259,NA
LOC111107327,NA
LOC111101548,-0.866006873619914
LOC111122940,0
LOC111122999,NA
LOC111102565,NA
LOC111112542,NA
LOC111110677,0
LOC111107329,NA
LOC111115053,NA
LOC111104310,NA
LOC111112594,NA
LOC111120734,NA
LOC111107339,0
LOC111107348,NA
LOC111115613,NA
LOC111122343,NA
LOC111133145,-0.534562454319591
LOC111100804,NA
LOC111100797,NA
LOC111100793,NA
LOC111101681,NA
LOC111102184,NA
LOC111133360,NA
LOC111133344,NA
LOC111133332,NA
LOC111113492,0
LOC111104117,NA
Trnat-cgu_1,NA
LOC111114454,NA
Trnag-gcc_9,NA
Trnag-gcc_10,NA
Trnag-gcc_11,NA
Trnag-gcc_12,NA
Trnag-gcc_13,NA
Trnag-gcc_14,NA
Trnag-gcc_15,NA
LOC111133737,0
LOC111136228,NA
LOC111137878,-0.882178208186458
LOC111107354,0
LOC111118409,NA
LOC111118414,NA
LOC111101213,NA
LOC111109887,NA
LOC111107362,NA
LOC111124962,0
LOC111115077,NA
LOC111107367,NA
LOC111136830,NA
LOC111132204,NA
LOC111123092,NA
LOC111107378,NA
LOC111114839,NA
LOC111119447,NA
LOC111136133,0
LOC111127118,NA
LOC111127137,0
LOC111111256,-0.317147169636116
LOC111114843,NA
LOC111131917,0
LOC111128113,0
LOC111115576,NA
LOC111115203,0
LOC111137431,NA
LOC111107390,NA
LOC111112738,NA
LOC111107399,0
LOC111124268,NA
LOC111107405,0
LOC111124290,NA
LOC111124247,0
LOC111124258,0
LOC111124279,0
LOC111107412,NA
LOC111107423,0
LOC111107430,0
LOC111133524,NA
LOC111107440,NA
LOC111119587,NA
LOC111119591,NA
LOC111107444,NA
LOC111133529,0
LOC111137994,NA
LOC111138012,0
LOC111107455,NA
LOC111121673,NA
LOC111133618,NA
LOC111133644,NA
LOC111133608,NA
LOC111104271,NA
LOC111122793,0
Trnar-ccu,NA
LOC111122121,NA
LOC111131180,NA
LOC111131376,NA
Trnav-cac_3,NA
Trnam-cau_1,NA
Trnam-cau_2,NA
Trnam-cau_3,NA
Trnam-cau_4,NA
Trnav-cac_4,NA
Trnam-cau_5,NA
LOC111120422,0
LOC111120433,0
LOC111107463,0
LOC111112899,0
LOC111107479,NA
LOC111132492,NA
LOC111119795,NA
LOC111107488,0
LOC111119814,NA
LOC111119804,NA
LOC111123204,NA
LOC111111773,0
LOC111100676,0
LOC111113840,NA
LOC111100229,NA
LOC111129591,NA
LOC111126799,0
LOC111126761,0
LOC111126820,NA
LOC111126812,NA
LOC111107496,NA
LOC111107504,NA
LOC111126792,0
LOC111126806,0
LOC111113216,NA
LOC111138302,0
LOC111107513,0
LOC111101782,NA
LOC111101587,NA
LOC111120507,NA
LOC111131116,0
LOC111131100,0
LOC111127733,NA
LOC111127755,NA
LOC111127745,0
LOC111127723,0
LOC111134031,0
LOC111134085,NA
LOC111134068,NA
LOC111134055,NA
LOC111134078,0
LOC111134090,NA
LOC111108692,0
LOC111108761,NA
LOC111108729,0
LOC111108738,NA
LOC111108745,NA
LOC111107521,NA
LOC111107528,NA
LOC111108711,0
LOC111108664,0
LOC111108751,NA
LOC111107538,-0.230092082183575
LOC111124769,0
LOC111124778,NA
LOC111119598,NA
LOC111121308,NA
LOC111116352,0
LOC111116449,NA
LOC111131392,-5.74421756790479
LOC111119731,NA
LOC111101751,NA
LOC111116179,NA
LOC111135999,0
LOC111136024,NA
LOC111136018,NA
LOC111136006,NA
LOC111136014,-0.380017133853032
LOC111125773,0
LOC111104809,0
LOC111126249,NA
LOC111126254,NA
LOC111126222,0
LOC111126202,0
LOC111126180,NA
LOC111126233,NA
LOC111126207,0
LOC111126262,NA
LOC111126193,-0.00505774545612561
LOC111107546,NA
LOC111126271,NA
LOC111126242,NA
LOC111126165,0
LOC111118494,0
LOC111121258,NA
LOC111107552,NA
LOC111125754,0
LOC111125742,0
LOC111113819,0
LOC111128006,0
LOC111103597,NA
LOC111103606,NA
LOC111103613,NA
LOC111107559,NA
LOC111121435,-0.513982849327395
LOC111105234,NA
LOC111135904,0
LOC111111362,NA
LOC111110124,0
LOC111112466,0
LOC111112494,NA
LOC111112488,0
LOC111115811,NA
LOC111125879,NA
LOC111134404,0
LOC111134416,NA
LOC111099693,0
LOC111124537,NA
LOC111107575,NA
LOC111133136,0
LOC111103250,0
LOC111136596,0
LOC111136603,NA
LOC111136610,NA
LOC111124017,0
LOC111107584,0
LOC111116311,-0.0129303889072368
LOC111109190,NA
LOC111105378,NA
LOC111123055,NA
LOC111110370,NA
LOC111118829,NA
LOC111109793,NA
LOC111107594,NA
Trnaq-uug,NA
LOC111107600,0
LOC111127975,0
LOC111122247,NA
LOC111119670,0
LOC111110298,0
LOC111110515,NA
LOC111099701,NA
LOC111116477,0
LOC111120870,NA
LOC111119994,-4.29845385015116
LOC111103748,NA
LOC111102144,NA
LOC111099981,0
LOC111107610,NA
LOC111107621,NA
LOC111099987,NA
LOC111103831,NA
LOC111102704,NA
LOC111107628,NA
LOC111128645,NA
LOC111128630,0
LOC111119548,0
LOC111111345,0
Trnaw-cca_6,NA
LOC111113657,NA
LOC111109336,0
LOC111100388,0
LOC111100392,-0.339982442013822
LOC111100435,NA
LOC111110917,NA
LOC111099134,0
LOC111107647,NA
LOC111099121,NA
LOC111100769,NA
LOC111100779,NA
LOC111120074,NA
LOC111107658,NA
LOC111127185,0
LOC111137851,0
LOC111119641,0
LOC111118692,NA
LOC111103828,NA
LOC111107665,NA
LOC111107670,NA
LOC111101259,NA
LOC111115766,0
LOC111118779,NA
LOC111134714,NA
LOC111107674,NA
LOC111111370,NA
LOC111119349,NA
LOC111107680,NA
LOC111126811,NA
LOC111126691,NA
LOC111104247,NA
LOC111103119,NA
LOC111122300,NA
LOC111122596,NA
LOC111138320,NA
LOC111113458,NA
LOC111113469,0
LOC111101819,0
LOC111130169,NA
LOC111110388,0
LOC111107687,NA
LOC111120590,NA
LOC111120570,0
LOC111102684,-0.261632219891336
LOC111119573,0
LOC111137902,NA
LOC111137924,NA
LOC111137894,NA
LOC111137912,NA
LOC111100488,NA
LOC111118020,0
LOC111110847,NA
LOC111110853,NA
LOC111120726,NA
LOC111112060,0
LOC111110602,NA
LOC111134785,0
LOC111114949,NA
LOC111136359,NA
LOC111109873,NA
LOC111118757,NA
LOC111115529,NA
LOC111132450,-0.736837605243156
LOC111110478,-0.293872455891732
LOC111103578,NA
LOC111138471,NA
LOC111120614,NA
LOC111114888,NA
LOC111133402,NA
LOC111103688,NA
LOC111107696,0
LOC111110319,0
LOC111118420,NA
LOC111118447,NA
LOC111118440,0
LOC111118428,0
LOC111119601,NA
LOC111103562,-0.753419844166669
LOC111134379,NA
LOC111134396,NA
LOC111134370,NA
LOC111134389,NA
LOC111108814,NA
LOC111107703,0
LOC111107715,0
LOC111115292,NA
LOC111128699,NA
LOC111118739,-0.758710920638616
LOC111120972,0
LOC111120996,-2.1535748574044
LOC111121006,NA
LOC111120966,NA
LOC111120986,NA
LOC111107723,NA
LOC111119985,NA
LOC111107729,NA
LOC111107732,NA
LOC111107740,NA
LOC111121713,NA
LOC111111455,NA
LOC111113440,NA
LOC111116788,NA
LOC111120130,0
LOC111109966,NA
LOC111114555,NA
LOC111121176,NA
LOC111115857,0
LOC111131563,0
LOC111114397,NA
LOC111105632,NA
LOC111110538,NA
LOC111130185,NA
LOC111115794,NA
LOC111135097,0
LOC111125674,-0.653469481293208
LOC111121072,NA
LOC111116303,NA
LOC111115619,NA
LOC111099966,NA
LOC111103776,NA
LOC111130664,NA
LOC111105851,NA
LOC111101603,0
LOC111103260,-1.65497357646328
LOC111121033,0
LOC111121050,NA
LOC111114190,NA
LOC111128929,NA
LOC111128905,0
LOC111110619,-0.655759688922152
LOC111119188,-0.290509211389709
LOC111107752,NA
LOC111115609,NA
LOC111123777,NA
LOC111114865,NA
LOC111114851,NA
LOC111100625,-3.74999566267969
LOC111115456,NA
LOC111115465,NA
LOC111121775,0
LOC111112118,NA
LOC111107761,NA
LOC111113164,NA
LOC111110758,NA
LOC111109769,NA
LOC111135678,NA
LOC111110504,0
LOC111100558,NA
LOC111122271,NA
LOC111109421,NA
LOC111119772,NA
LOC111110976,NA
LOC111110990,NA
LOC111119868,NA
LOC111112793,NA
LOC111118845,-0.529772128173481
LOC111107770,NA
LOC111112862,-0.121122265380054
LOC111118341,NA
LOC111101079,NA
LOC111137176,0
LOC111137211,NA
LOC111137196,NA
