"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","more_me_in","phase_effect"
"LOC111120824",3.99676498148463,0.0980226698129354,0.268198891129826,0,1,1,"not significant","phase2"
"LOC111100900",14.7493331237661,0.0484667940296489,0.217583732322235,0,1,1,"not significant","phase2"
"LOC111116870",0.160094652666615,0.0366240937807777,0.146456209454837,0,1,NA,NA,"phase2"
"LOC111111855",26.1144083180873,-0.248782999294102,0.189408097357362,0,1,1,"not significant","phase2"
"LOC111120335",11.8753502069909,-0.0450004455826991,0.280205528169094,0,1,1,"not significant","phase2"
"LOC111120324",0.520107710316873,-0.252342400374777,0.21819998876248,-0.0107351076783384,0.99143478783801,NA,NA,"phase2"
"LOC111137504",28.5692571944766,-0.321651683624742,0.159865380482676,-0.448200125683286,0.654008772031964,1,"not significant","phase2"
"LOC111137464",6.6489484561696,0.300809795466107,0.277336137301346,0.183206544810634,0.854635959266603,1,"not significant","phase2"
"LOC111137512",3.62717142664513,0.231489055497607,0.285574536730023,0,1,1,"not significant","phase2"
"LOC111112613",63.8411213580829,-0.276190422332622,0.103601263639418,-0.252800220890904,0.80042259699792,1,"not significant","phase2"
"LOC111112620",1.48819131810738,0.0561967509646689,0.114256858668227,0,1,1,"not significant","phase2"
"LOC111129301",5.63200890449339,0.548747440356789,0.285498155095751,1.04640760377802,0.295372883612406,1,"not significant","phase2"
"LOC111129281",0.195621015145912,0.0469304189439489,0.152234268914267,0,1,NA,NA,"phase2"
"LOC111129311",0.304374248392654,0.0581722519442254,0.179113929299918,0,1,NA,NA,"phase2"
"LOC111100708",0.288383156404779,0.00751156797723265,0.189819347632107,0,1,NA,NA,"phase2"
"LOC111111509",6.60037645181891,-0.384721568350206,0.280127384088599,-0.480929662726567,0.630566489919032,1,"not significant","phase2"
"LOC111110039",0.238763446790986,-0.0511371754366591,0.189464541127675,0,1,NA,NA,"phase2"
"LOC111110056",7.97292083897888,-0.189748374040991,0.274064245705677,0,1,1,"not significant","phase2"
"LOC111110068",8.3205230272755,-0.244981308244809,0.278016679019843,0,1,1,"not significant","phase2"
"LOC111123556",23.4792834881227,-0.239923137552907,0.215007516925037,0,1,1,"not significant","phase2"
"LOC111118132",1.36177241670855,-0.310093680232887,0.270068034727064,-0.22251311708777,0.823914463246052,1,"not significant","phase2"
"LOC111099300",0.578898006642684,-0.137042144517944,0.203803846874532,0,1,NA,NA,"phase2"
"LOC111109279",0.566407300564591,-0.0844405361543691,0.176542714573289,0,1,NA,NA,"phase2"
"LOC111109163",17.273991372051,0.000707564340943754,0.214658981539525,0,1,1,"not significant","phase2"
"LOC111113141",2.48461711881848,0.256066490252759,0.281597255129862,0.0215431441260385,0.98281238740302,1,"not significant","phase2"
"LOC111121994",3.37228165230298,-0.527050916854872,0.276926969687695,-1.00044758070085,0.31709395348361,1,"not significant","phase2"
"LOC111100967",0.473118837457291,-0.0957530524339556,0.21474690396376,0,1,NA,NA,"phase2"
"LOC111137591",5.36209791305066,0.585157179215882,0.266750153260066,1.25644606055436,0.208954290708832,1,"not significant","phase2"
"LOC111113131",4.08029728771022,0.92467952937679,0.285346310541254,2.36442352486366,0.0180581552129834,0.782298139579444,"not significant","phase2"
"LOC111128387",1.22905348309847,-0.267228648288578,0.262214499697399,-0.0657044073018841,0.947613163478646,1,"not significant","phase2"
"LOC111128408",3.89897675433163,-0.130542232789906,0.284830384745618,0,1,1,"not significant","phase2"
"LOC111128397",3.33281338382279,-0.142326797097471,0.284737130709371,0,1,1,"not significant","phase2"
"LOC111112589",8.42240844891511,0.162985582595269,0.276920089177891,0,1,1,"not significant","phase2"
"LOC111126353",38.1930688430606,0.0514080883373949,0.163769907999585,0,1,1,"not significant","phase2"
"LOC111110084",0.176684327181662,-0.00111691312874391,0.128545134371547,0,1,NA,NA,"phase2"
"LOC111104824",33.1598625835714,-0.244175930427681,0.177040023480974,0,1,1,"not significant","phase2"
"LOC111132822",29.1490261360108,0.0785031462225266,0.199559600651869,0,1,1,"not significant","phase2"
"LOC111121374",0.451401599644504,0.0334555854101522,0.194282865115857,0,1,NA,NA,"phase2"
"LOC111121313",108.008391086949,0.0979570779481828,0.104837067282708,0,1,1,"not significant","phase2"
"LOC111134625",81.8346481109035,0.0464133060752213,0.17734485971207,0,1,1,"not significant","phase2"
"LOC111134738",0.681197887677522,-0.0527471476668038,0.174320824512027,0,1,NA,NA,"phase2"
"LOC111134671",0.752551078722638,0.105326523589496,0.115707617366455,0,1,NA,NA,"phase2"
"LOC111134661",0.824346453527543,0.0375001269065156,0.205149243066819,0,NA,NA,NA,"phase2"
"LOC111134653",4.22550359500523,-0.0592576992239001,0.283463327947398,0,1,1,"not significant","phase2"
"LOC111100544",4.19350524517968,0.511048299313556,0.285115027385604,0.915589408623145,0.359882288533199,1,"not significant","phase2"
"LOC111115710",2.27327968540887,0.134948414046093,0.273037442194166,0,1,1,"not significant","phase2"
"LOC111131233",5.47761763940336,0.726445334961618,0.260841928202754,1.82656729400986,NA,NA,NA,"phase2"
"LOC111138167",70.1574703354699,-0.153370832098321,0.124023287498455,0,1,1,"not significant","phase2"
"LOC111126487",71.8493246781565,-0.158885959605716,0.112495200702072,0,1,1,"not significant","phase2"
"LOC111136229",0.309248526889432,0.0838751045352456,0.209349415968467,0,1,NA,NA,"phase2"
"LOC111124937",50.0476741912682,-0.39353533806584,0.128815804718827,-1.11426806966072,0.265164200903426,1,"not significant","phase2"
"LOC111131355",15.9158325018722,0.203908054273669,0.22103035664946,0,1,1,"not significant","phase2"
"LOC111129895",0.40538514192331,0.117631798187336,0.195228835282814,0,1,NA,NA,"phase2"
"LOC111116159",0.994379553385398,-0.296430982167137,0.248143396609736,-0.187113510983977,0.851571635012755,1,"not significant","phase2"
"LOC111129081",13.973654739418,0.861626675025465,0.223164740437575,2.74069583674466,0.00613092336161433,0.45049688920136,"not significant","phase2"
"LOC111135116",19.9352127781125,0.0117529805384252,0.284662429506858,0,1,1,"not significant","phase2"
"LOC111135121",6.42939515545452,-0.34065113593991,0.276661664574818,-0.327660632271642,0.743168272399272,1,"not significant","phase2"
"LOC111116885",0.819898186824662,-0.17693697853594,0.152521229610659,0,1,NA,NA,"phase2"
"LOC111131248",139.338137560803,0.0955974607683654,0.0924146431986891,0,1,1,"not significant","phase2"
"LOC111131259",26.196753638707,0.0656542318012134,0.194514150042063,0,1,1,"not significant","phase2"
"LOC111120067",1.36009856706394,0.00961180740162743,0.252113897169918,0,1,1,"not significant","phase2"
"LOC111117980",17.262402451305,-0.0373473214905782,0.277419767380486,0,1,1,"not significant","phase2"
"LOC111117993",1.70624925493963,-0.349072713924686,0.271955109526567,-0.364298042045089,0.715635461792955,1,"not significant","phase2"
"LOC111117955",0.793513419143662,0.0280046282596893,0.217998287697704,0,NA,NA,NA,"phase2"
"LOC111101737",19.8755803017145,-0.069534572487756,0.261366117097914,0,1,1,"not significant","phase2"
"LOC111113022",22.9653906439733,0.42285021110323,0.272853246929344,0.633491494231657,0.526412733612144,1,"not significant","phase2"
"LOC111136389",0.821731939450221,0.115042681692753,0.225294666684674,0,1,NA,NA,"phase2"
"LOC111128868",4.35569869671023,-0.843975336971704,0.285363141258765,-2.08147181991206,0.037390740858512,1,"not significant","phase2"
"LOC111128838",37.0976093806889,0.814360004393469,0.237818240109976,2.37307283130381,0.0176407850659194,0.782026207385055,"not significant","phase2"
"LOC111134535",87.5502150751463,-0.0905131579317344,0.13489319691172,0,1,1,"not significant","phase2"
"LOC111131329",61.752105506524,0.670465674517561,0.185864490238348,2.26221627368609,0.0236840443452813,0.870145300466362,"not significant","phase2"
"LOC111131341",40.1518654242759,-0.31606372138969,0.187223670651541,-0.352859876957795,0.72419349193854,1,"not significant","phase2"
"LOC111104350",4.68113767455466,-0.24619057500447,0.278487316420319,0,1,1,"not significant","phase2"
"LOC111104327",95.4900115674977,0.617845216171569,0.177424044170619,2.07325460250378,0.0381485912059997,1,"not significant","phase2"
"LOC111104302",49.6636049504695,0.643057420540956,0.184302945562583,2.13267031268085,0.0329517808922061,1,"not significant","phase2"
"LOC111104397",4.23530312848093,0.119364299092945,0.285111987367577,0,1,1,"not significant","phase2"
"LOC111104344",138.94861810417,0.0783969851555498,0.162864101550841,0,1,1,"not significant","phase2"
"LOC111131346",27.1966638990839,-0.150589146344115,0.178767610963113,0,1,1,"not significant","phase2"
"LOC111104389",0.287181569293322,-0.0949854096308199,0.179525868019207,0,1,NA,NA,"phase2"
"LOC111131377",3.6423858321951,-0.0391078798957201,0.282157642476543,0,1,1,"not significant","phase2"
"LOC111104366",63.6620924487695,-0.0262009922226202,0.134605018020117,0,1,1,"not significant","phase2"
"LOC111104335",33.1325669363362,0.509312985287707,0.255160342089333,1.01627464191485,0.309498620578776,1,"not significant","phase2"
"LOC111112780",0.443567630301749,-0.0417241440393509,0.203199475310533,0,1,NA,NA,"phase2"
"LOC111137004",2.75021788992945,0.283282446964533,0.285499855186346,0.116576055503811,0.907196013265,1,"not significant","phase2"
"LOC111099064",1.17759641065785,0.0365349327522716,0.157356783950876,0,1,1,"not significant","phase2"
"LOC111101542",19.0388145370178,-0.17279092209483,0.205136151413172,0,1,1,"not significant","phase2"
"LOC111116653",0.363493828372899,0.088034137077324,0.122467972688212,0,1,NA,NA,"phase2"
"LOC111116519",32.9071952753811,-0.152826314394807,0.13865673921474,0,1,1,"not significant","phase2"
"LOC111116615",20.6893246597624,-0.232373949893449,0.225208621672995,0,1,1,"not significant","phase2"
"LOC111116630",22.1366568844644,0.0583821117207414,0.207605407949313,0,1,1,"not significant","phase2"
"LOC111116581",0.663422882954054,-0.162147837813596,0.185659993496402,0,1,NA,NA,"phase2"
"LOC111128804",4.48357671731135,-0.0192356621444464,0.276812146846855,0,1,1,"not significant","phase2"
"LOC111128797",9.49056616921746,-0.121863770497921,0.250123579623791,0,1,1,"not significant","phase2"
"LOC111126618",0.515575001970926,-0.219440808189249,0.172358962019072,0,1,NA,NA,"phase2"
"LOC111110283",14.6524198760085,0.0236247660665956,0.21772915589262,0,1,1,"not significant","phase2"
"LOC111109571",0.974673506691781,0.0276699222826609,0.153367785917061,0,NA,NA,NA,"phase2"
"LOC111122283",2.4666598655347,-0.138863110356768,0.279407285036039,0,1,1,"not significant","phase2"
"LOC111126321",11.6886442020822,0.0416175589597774,0.205438968247095,0,1,1,"not significant","phase2"
"LOC111126328",12.9859563889409,-0.00786359689364103,0.257715831115541,0,1,1,"not significant","phase2"
"LOC111137309",0.416195357193575,0.026096668255321,0.136160089113139,0,1,NA,NA,"phase2"
"LOC111133771",17.6711769469381,-0.109909208141953,0.215426718923274,0,1,1,"not significant","phase2"
"LOC111117050",18.502604066905,-0.670986837523705,0.254118947198665,-1.65665269026393,0.0975897130515918,1,"not significant","phase2"
"LOC111114913",36.8076275317143,-0.171743355450941,0.174754547600863,0,1,1,"not significant","phase2"
"LOC111099033",2.4678841281754,0.19477261203936,0.141278436098299,0,1,1,"not significant","phase2"
"LOC111102545",24.6366277465812,-0.0337962951009069,0.180525247482578,0,1,1,"not significant","phase2"
"LOC111131407",0.290819551030279,-0.0614787258222525,0.122642214724184,0,NA,NA,NA,"phase2"
"LOC111131491",0.264366572756978,0.0106518791301818,0.113317889256242,0,1,NA,NA,"phase2"
"LOC111099722",1689.42570529951,0.0819775624975313,0.101609029398939,0,1,1,"not significant","phase2"
"LOC111124829",90.1248608513802,0.187552354560015,0.155108889947404,0,1,1,"not significant","phase2"
"LOC111108643",19.7731972957617,1.0754524506463,0.21766182292158,3.7923621127794,0.000149221108954628,0.0619774784281841,"not significant","phase2"
"LOC111110943",1.21012441651784,0.215941113614355,0.270482591335302,0,1,1,"not significant","phase2"
"LOC111131148",35.9967659665673,-0.295424866699661,0.151357465883954,-0.300116458969318,0.764088325110273,1,"not significant","phase2"
"LOC111128427",4.96024403158099,0.488585692391967,0.284491361332108,0.838639497785835,0.401671639084044,1,"not significant","phase2"
"LOC111128419",1.37720198232728,0.218481105448073,0.273144626546696,0,1,1,"not significant","phase2"
"LOC111131506",105.409719880962,-0.0404179761705162,0.120700088310941,0,1,1,"not significant","phase2"
"LOC111135310",32.8474822031931,-0.581338515046748,0.180089427122184,-1.83985545593383,0.0657894611788388,1,"not significant","phase2"
"LOC111125302",0.45868304816164,0.240744723020061,0.205010662450399,0,1,NA,NA,"phase2"
"LOC111136703",4.21402508790438,0.533386768619264,0.280249956560763,1.0111929082773,0.311924109362393,1,"not significant","phase2"
"LOC111100092",395.528151523042,0.120728104666321,0.103387183885022,0,1,1,"not significant","phase2"
"LOC111100158",8.66258728602785,0.0780784076072642,0.274478773219444,0,1,1,"not significant","phase2"
"LOC111100144",2.06665331869032,0.298506082917087,0.250093420111996,0.193951855652039,0.846213579602399,1,"not significant","phase2"
"LOC111100186",0.313772068502116,-0.101983489591684,0.182616615910289,0,1,NA,NA,"phase2"
"LOC111100315",1.85188456944354,0.764477667388316,0.27032878195865,1.9031553490557,0.0570202774842683,1,"not significant","phase2"
"LOC111100100",2.12053146528245,0.155348248559181,0.272750050811321,0,1,1,"not significant","phase2"
"LOC111131545",1.60065573986274,0.0677505843848348,0.248129597946848,0,1,1,"not significant","phase2"
"LOC111100177",1.72045187263974,-0.0227595485636547,0.280521551520275,0,1,1,"not significant","phase2"
"LOC111100340",1.28029366259382,-0.00764209207658899,0.226986741688366,0,1,1,"not significant","phase2"
"LOC111100135",2.63413530378073,0.434766552095501,0.275060878040221,0.671729667308352,0.501755810976062,1,"not significant","phase2"
"LOC111105961",39.184166399541,-0.304153495428409,0.144008606971613,-0.376043464117973,0.706884583711315,1,"not significant","phase2"
"LOC111105980",42.4255693131436,0.271742580271087,0.218691187452165,0.0994213828384944,0.920803705822997,1,"not significant","phase2"
"LOC111122823",59.9265651024096,0.00536154553560292,0.128779888813468,0,1,1,"not significant","phase2"
"LOC111120685",0.34042040316533,-0.0622694935491535,0.192488837105469,0,NA,NA,NA,"phase2"
"LOC111120694",0.437470517580294,-0.112320333475508,0.161099469950854,0,1,NA,NA,"phase2"
"LOC111103080",26.9250842572612,0.289187780772641,0.183353176070493,0.213728398997433,0.830758863820207,1,"not significant","phase2"
"LOC111106021",106.78568108174,-0.13671412159503,0.075808367384798,0,1,1,"not significant","phase2"
"LOC111122911",67.6103952852383,0.373165151512796,0.129081986519705,0.954162194381744,0.340001548064594,1,"not significant","phase2"
"LOC111106027",1.74116537692041,0.124479166973388,0.215864003098899,0,1,1,"not significant","phase2"
"LOC111102738",7.26793465347526,0.542983082210788,0.284162538882466,1.03104048606481,0.302521834497041,1,"not significant","phase2"
"LOC111102753",1.07678749359841,0.0473906616823646,0.237610721949566,0,1,1,"not significant","phase2"
"LOC111102762",18.5300654253755,0.562014094274481,0.258070606947284,1.20902607997592,0.226652826008058,1,"not significant","phase2"
"LOC111132179",2.05718949713373,-0.0737727437642886,0.26804941665366,0,1,1,"not significant","phase2"
"LOC111136085",55.8335639043965,-0.211719949158481,0.127678587125815,0,1,1,"not significant","phase2"
"LOC111105322",0.475259675681115,0.00610402042543931,0.126846864671839,0,NA,NA,NA,"phase2"
"LOC111131850",24.8584138667862,0.258169695481721,0.228514473056084,0.0357513262615805,0.971480644247635,1,"not significant","phase2"
"LOC111103666",0.804417943820194,-0.166854999987144,0.159070837442155,0,1,NA,NA,"phase2"
"LOC111123472",0.535454126545248,-0.1067971854081,0.112610172484175,0,NA,NA,NA,"phase2"
"LOC111115119",1.10381120108162,-0.177906076786914,0.155591012054141,0,1,1,"not significant","phase2"
"LOC111108857",4.00951094715457,0.703476669719308,0.233414316861651,1.94279715064818,0.0520406723267158,1,"not significant","phase2"
"LOC111109589",1.62169286972756,-0.0935906920918579,0.113993556762722,0,1,1,"not significant","phase2"
"LOC111118614",1.33368112174795,0.0237333511436964,0.265667639968879,0,1,1,"not significant","phase2"
"LOC111120886",660.504767739265,0.0597765029087297,0.0492244803296874,0,1,1,"not significant","phase2"
