"","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11"
"LOC111133388",0,5,0,0,0,0,0,0,0,0,9,5,0,0,0
"LOC111106797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111124329",12,2,2,1,10,0,1,1,10,2,3,0,0,9,0
"LOC111133268",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"LOC111114240",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"LOC111118768",2,3,0,0,1,0,0,0,0,1,0,1,0,0,0
"LOC111112331",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LOC111128139",0,1,0,0,5,0,1,0,3,1,1,1,0,0,0
"LOC111138113",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"LOC111138099",2,1,0,0,0,0,3,0,2,1,0,0,0,0,0
"LOC111119066",253,332,61,15,256,86,85,37,164,176,131,108,6,129,266
"LOC111124154",0,0,0,0,1,1,0,1,0,1,1,0,0,0,1
"LOC111128583",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111105000",2,11,2,0,17,1,5,0,10,4,4,9,0,0,0
"LOC111106956",2,0,0,0,4,0,0,0,0,1,0,0,0,0,0
"LOC111128479",0,0,0,0,16,0,0,0,0,2,2,0,0,0,0
"LOC111128487",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"LOC111131673",0,0,0,0,0,0,0,0,0,11,4,0,0,0,0
"LOC111131660",0,0,0,0,35,0,0,0,0,4,4,0,0,0,0
"LOC111099844",7,1,1,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111125940",0,16,0,1,2,0,1,0,1,1,2,0,0,0,0
"LOC111119391",0,0,0,0,1,1,1,0,0,0,0,0,0,2,0
"LOC111135430",0,0,0,0,23,0,4,0,0,1,1,0,0,14,0
"LOC111137455",3,0,0,0,0,1,0,0,2,1,0,0,0,1,0
"LOC111103515",3,5,0,0,0,4,4,0,3,4,0,2,0,0,1
"LOC111109974",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"LOC111107139",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"LOC111101726",7,0,0,0,3,0,0,0,3,1,0,0,0,3,0
"LOC111103072",6,3,1,0,6,0,1,1,3,0,7,1,0,0,0
"LOC111125484",6,0,1,0,0,0,0,0,2,0,0,2,0,0,0
"LOC111114331",1,1,0,0,0,1,0,0,1,0,0,0,0,27,0
"LOC111138494",1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"LOC111129222",0,20,0,0,0,1,3,0,1,0,0,7,0,0,0
"LOC111129216",2,18,0,0,0,0,13,1,0,0,3,5,0,1,0
"LOC111129139",1,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"LOC111129132",0,10,0,0,0,0,4,0,0,0,0,0,1,0,0
"LOC111129163",3,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"LOC111135743",0,5,0,0,1,0,1,0,3,0,1,1,0,2,0
"LOC111107213",2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"LOC111107229",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0
"LOC111104172",15,0,0,0,0,0,1,2,0,0,0,1,0,5,0
"LOC111110798",1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
"LOC111116220",0,0,1,0,0,0,0,1,9,2,1,0,0,0,0
"LOC111122816",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111112562",0,4,0,0,3,0,0,0,5,0,0,0,0,0,0
"LOC111104480",0,3,0,0,13,1,0,0,7,4,1,0,0,0,0
"LOC111114587",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111114718",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"LOC111104049",6,3,0,0,5,0,0,0,0,1,2,1,0,0,0
"LOC111101548",2,0,0,1,4,0,1,0,1,1,0,0,0,1,0
"LOC111107329",4,0,0,0,1,1,0,0,3,1,2,1,0,5,0
"LOC111107348",0,12,2,0,0,0,0,0,0,0,0,0,0,0,2
"LOC111101681",14,0,0,1,7,0,1,0,1,2,0,3,0,0,0
"LOC111104117",2,1,0,0,2,0,1,0,0,0,0,0,0,0,0
"LOC111107367",0,29,0,0,0,0,0,0,1,1,0,0,0,0,0
"LOC111136133",1,5,0,1,0,0,1,0,8,0,0,0,0,0,0
"LOC111131917",2,18,0,0,1,0,0,0,2,0,8,0,0,0,0
"LOC111107399",2,1,1,0,0,8,0,0,0,0,0,0,0,0,0
"LOC111124268",6,1,0,0,2,3,0,0,0,1,0,0,0,0,0
"LOC111124258",25,2,3,0,4,0,8,0,6,0,2,1,1,3,0
"LOC111124279",6,3,4,0,1,0,4,0,4,5,0,1,1,0,0
"LOC111107430",97,89,27,6,106,32,27,14,74,48,40,30,1,63,130
"LOC111137994",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"LOC111138012",263,251,36,16,160,60,78,19,123,130,85,54,105,103,5
"LOC111122793",0,2,3,0,1,0,0,0,0,12,2,0,0,0,1
"LOC111132492",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111119804",0,0,3,0,0,0,0,0,0,0,13,0,0,0,0
"LOC111123204",1,1,0,0,0,0,0,0,3,1,1,0,0,0,0
"LOC111100676",0,1,0,0,0,0,1,1,2,1,8,0,0,0,0
"LOC111126792",12,1,1,1,3,0,5,0,1,1,0,1,1,0,0
"LOC111120507",0,2,0,0,1,0,2,0,0,1,0,0,0,4,0
"LOC111127733",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"LOC111134090",2,10,0,0,2,0,2,0,1,0,1,1,0,1,0
"LOC111108738",0,2,0,0,6,0,4,2,2,3,2,2,0,0,1
"LOC111107528",0,0,0,0,0,1,0,0,5,0,0,0,0,0,0
"LOC111124769",6,8,0,1,8,0,1,2,3,1,1,1,0,3,0
"LOC111126207",5,1,0,0,3,0,1,1,4,1,2,2,0,0,0
"LOC111105234",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"LOC111112494",21,6,0,1,3,5,2,0,4,1,0,5,0,1,0
"LOC111110370",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111122247",0,0,0,0,0,20,0,0,0,0,0,0,1,0,0
"LOC111110298",10,11,0,0,5,1,2,0,8,4,2,3,0,8,0
"LOC111116477",1,39,2,0,12,1,0,1,5,0,0,0,0,11,0
"LOC111128645",0,1,0,0,3,0,1,0,0,0,1,0,0,0,0
"LOC111119548",0,4,0,0,5,0,0,0,0,0,1,0,0,0,0
"LOC111120074",7,0,0,1,0,0,0,0,0,0,0,1,0,1,1
"LOC111104247",4,3,0,0,4,2,1,1,6,0,1,0,0,2,1
"LOC111120590",0,3,0,0,4,1,0,0,0,0,6,0,0,0,0
"LOC111100488",0,0,0,1,0,0,0,0,15,0,0,0,0,0,0
"LOC111112060",1,0,0,0,0,2,0,0,6,0,0,0,0,0,0
"LOC111115529",2,0,0,0,6,0,0,1,0,0,0,0,0,0,0
"LOC111132450",3,3,1,1,14,1,2,0,3,0,1,1,0,9,1
"LOC111110478",20,0,1,0,6,1,0,1,2,2,2,0,3,1,0
"LOC111110319",5,0,2,1,4,0,5,1,6,2,3,0,0,1,0
"LOC111118447",1,0,0,0,0,1,3,1,2,0,0,0,0,5,0
"LOC111107715",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"LOC111120972",1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"LOC111121006",0,1,1,0,1,2,3,0,1,0,0,0,0,0,0
"LOC111107729",1,0,0,0,4,0,3,0,0,0,1,1,0,0,0
"LOC111131563",3,0,1,1,3,0,1,1,4,0,3,2,0,9,0
"LOC111114397",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111135097",39,27,13,13,73,39,24,19,58,34,33,20,126,73,3
"LOC111125674",3,0,0,0,2,1,0,0,1,0,0,0,0,0,0
"LOC111115619",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"LOC111121050",0,9,0,0,0,0,0,0,0,2,0,0,0,1,0
"LOC111119868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111112793",4,2,0,0,2,0,0,0,2,0,0,1,0,3,0
"LOC111112862",4,0,0,1,2,0,5,0,0,0,3,0,0,0,0
"LOC111137196",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC111136982",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"LOC111112558",7,2,2,0,11,1,1,0,4,4,1,0,0,4,0
"LOC111121682",0,0,0,0,0,25,0,0,3,0,0,0,0,0,0
"LOC111133196",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"LOC111123178",0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111118230",2,1,0,0,0,0,2,0,1,0,0,0,0,0,1
"LOC111107183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111114968",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111101300",0,4,1,0,5,0,1,0,1,0,15,1,0,0,0
"LOC111101594",0,12,0,1,13,3,6,1,18,7,11,0,0,2,0
"LOC111121250",0,0,0,0,0,0,0,0,17,0,0,0,0,1,0
"LOC111126048",6,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC111112042",0,0,3,0,0,1,12,0,1,0,0,4,0,27,0
"LOC111099678",0,0,0,0,0,0,0,0,0,11,2,0,0,0,0
"LOC111099197",0,12,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111101791",8,25,3,0,6,0,3,0,7,0,10,3,0,1,0
"LOC111110454",0,0,0,0,11,0,0,0,0,0,1,0,0,2,0
"LOC111104585",0,1,0,0,0,0,0,0,7,0,0,0,10,0,0
"Trnaa-cgc_2",2,1,0,0,1,1,0,0,3,0,3,1,0,0,0
"LOC111099316",0,0,0,0,4,0,0,0,0,0,1,0,0,4,0
"LOC111119142",0,2,9,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111119236",0,0,0,0,1,3,0,0,0,6,2,0,0,0,0
"LOC111119322",13,2,0,0,2,2,1,0,0,0,0,1,0,2,0
"LOC111119208",0,7,0,0,0,1,0,0,2,0,3,1,0,2,0
"LOC111120777",0,0,0,0,0,1,0,0,10,0,0,0,0,0,0
"LOC111113237",12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111116077",1,0,4,0,3,1,9,0,0,1,1,4,0,20,1
"LOC111123368",13,0,0,0,0,11,0,0,0,0,0,1,0,0,0
"LOC111123385",0,13,0,0,1,0,0,0,2,1,0,0,0,0,0
"LOC111123446",2,15,0,0,3,2,3,0,9,5,11,2,0,1,0
"LOC111111393",0,0,0,0,9,0,0,0,0,1,0,0,0,1,0
"LOC111107922",7,4,1,0,1,2,3,0,1,6,3,1,0,0,0
"LOC111133835",1,0,0,0,1,1,1,0,1,0,2,0,0,2,0
"LOC111134001",6,1,1,0,7,0,3,0,3,4,5,2,0,3,0
"LOC111124474",6,8,0,1,4,1,2,0,4,1,2,2,0,9,0
"LOC111124481",13,9,1,0,4,1,0,1,2,2,0,2,0,4,0
"LOC111120313",1,2,1,0,7,0,5,0,1,0,1,2,0,0,0
"LOC111127209",0,7,2,0,0,0,0,1,6,0,0,1,0,0,0
"LOC111127194",5,5,0,2,8,0,3,0,6,3,9,5,0,3,0
"LOC111127218",0,0,0,0,1,1,0,0,0,0,1,0,0,2,0
"LOC111113948",3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"LOC111136379",0,1,2,0,8,0,0,0,2,1,1,0,0,0,0
"LOC111120658",5,4,0,1,1,0,0,0,1,1,1,3,1,2,0
"LOC111137014",0,3,0,0,10,0,0,0,2,4,0,0,0,0,0
"LOC111137259",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111128825",5,0,1,0,0,0,0,1,0,0,0,0,0,2,0
"LOC111107934",0,9,0,0,0,0,0,0,0,1,1,0,0,0,0
"LOC111117492",1,4,0,0,3,1,1,0,0,1,1,0,0,0,0
"LOC111133511",2,4,0,0,6,2,1,0,2,1,1,5,0,1,0
"LOC111105512",17,3,1,0,5,1,3,0,7,3,2,1,1,1,1
"LOC111105519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111120216",2,13,0,0,6,0,2,1,2,2,5,0,0,0,0
"LOC111107999",18,65,10,5,29,22,12,2,45,11,22,24,11,26,125
"LOC111119572",4,0,1,0,2,0,4,0,5,3,10,1,0,0,0
"LOC111118075",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC111135318",13,5,1,0,6,0,0,0,4,5,2,2,1,5,1
"LOC111112377",141,125,32,7,175,70,54,16,251,125,86,44,6,50,85
"LOC111118041",0,1,0,0,1,1,1,0,2,0,1,2,0,0,0
"LOC111108039",1,0,0,0,1,0,0,0,0,1,2,0,0,0,0
"LOC111119009",4,10,0,0,4,1,2,0,6,1,4,0,0,2,1
"LOC111138083",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111125821",13,2,2,1,0,1,1,0,3,2,3,0,0,4,0
"LOC111127947",50,80,18,15,47,30,24,8,95,51,26,19,5,9,105
"LOC111127880",7,0,0,1,8,0,1,0,2,0,0,2,0,0,0
"LOC111108087",2,0,0,0,0,0,1,0,2,0,0,5,0,0,0
"LOC111127841",0,47,0,0,0,1,0,0,0,1,0,0,0,0,1
"LOC111127875",0,53,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111108088",0,4,0,0,0,0,0,0,0,0,0,7,0,0,0
"LOC111108090",0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
"LOC111121154",11,0,0,0,7,0,0,0,4,1,6,0,0,3,0
"LOC111123662",0,2,0,0,1,0,0,0,0,0,3,0,0,0,0
"LOC111108139",0,5,0,0,5,1,0,0,19,0,0,0,0,1,0
"LOC111100845",0,1,0,0,3,0,0,0,4,0,1,0,0,4,0
"LOC111132297",1,1,0,0,0,0,2,0,3,0,1,0,0,0,0
"LOC111102644",1,1,8,0,4,0,0,0,12,0,1,0,0,1,0
"LOC111099359",2,0,1,0,3,0,0,1,1,1,0,0,0,3,0
"LOC111125623",2,3,1,0,1,0,0,1,1,0,0,0,0,0,0
"LOC111125607",7,3,3,1,8,2,2,0,20,3,6,0,0,1,0
"Trnag-ucc_6",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Trnag-ucc_7",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"LOC111136554",1,0,1,0,1,0,1,0,1,4,0,1,1,2,1
"LOC111099888",21,9,1,0,8,0,0,0,3,0,2,1,0,0,0
"LOC111127681",0,4,0,0,1,0,0,0,1,2,0,0,0,0,0
"LOC111104667",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"LOC111133130",1,0,0,0,2,0,0,0,0,0,1,0,0,3,0
"LOC111108184",0,17,0,0,6,0,1,2,0,0,0,0,0,0,0
"LOC111126463",0,0,0,0,0,0,0,0,0,0,12,1,0,0,0
"LOC111108213",0,1,0,0,0,0,3,0,7,2,0,0,0,0,0
"LOC111127784",0,1,0,0,9,2,1,0,2,0,0,1,0,0,0
"LOC111111170",3,2,1,0,0,3,5,0,3,0,0,0,0,1,0
"LOC111125444",0,1,2,0,1,3,0,0,1,9,1,0,0,29,0
"LOC111125451",0,1,3,0,0,2,0,0,1,1,0,0,2,16,0
"LOC111135638",0,0,0,0,0,0,0,0,28,0,1,0,0,0,0
"LOC111135658",0,15,0,1,0,1,1,0,1,0,0,1,0,1,0
"LOC111135589",7,4,0,0,5,0,1,0,14,1,8,1,0,0,0
"LOC111107787",0,48,0,0,0,0,0,1,63,0,3,0,0,0,0
"Trnat-ggu",0,1,0,0,0,0,5,0,0,1,0,0,0,0,0
"LOC111114174",0,33,0,0,6,3,0,0,1,1,3,0,0,0,0
"LOC111114075",10,2,2,0,7,0,3,0,3,0,1,2,0,3,0
"LOC111100520",0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
"LOC111099904",4,7,0,0,12,1,0,1,1,6,1,4,0,8,0
"LOC111132859",6,67,2,0,7,1,0,0,1,2,0,1,0,9,0
"LOC111109856",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"LOC111112204",8,4,0,1,1,3,0,0,10,5,5,6,1,1,0
"LOC111113633",0,31,0,0,1,0,0,0,0,0,8,0,0,0,0
"LOC111110341",0,1,3,0,1,0,1,0,4,1,4,0,0,0,0
"LOC111115224",6,1,0,0,12,1,2,1,1,1,1,0,0,19,0
"LOC111109086",0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
"LOC111108296",12,2,1,1,6,0,8,0,8,0,4,8,0,6,0
"LOC111101662",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111103032",0,3,0,0,5,0,0,1,6,3,10,0,0,0,0
"LOC111110868",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111119057",5,2,1,1,7,4,1,0,3,6,3,4,0,3,0
"LOC111118009",0,1,1,0,4,0,0,0,4,0,6,0,0,1,0
"LOC111099459",7,2,1,0,1,2,1,1,4,3,2,0,1,0,0
"LOC111130681",0,0,0,0,0,2,0,0,0,0,0,0,0,12,1
"LOC111130672",5,9,0,0,13,2,4,3,12,2,13,0,0,1,0
"LOC111137785",4,5,0,0,18,1,0,1,5,3,1,4,0,8,0
"LOC111137858",0,4,0,0,0,0,0,0,1,1,2,0,0,0,0
"LOC111138266",4,1,1,0,10,1,1,0,1,3,3,0,0,2,0
"LOC111105466",0,0,0,0,0,4,0,0,11,0,0,0,0,0,0
"LOC111120102",4,3,2,1,11,0,0,0,3,0,0,5,0,0,0
"LOC111104011",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111100168",0,1,0,0,4,0,1,0,0,0,0,0,0,1,0
"LOC111126115",0,1,0,0,7,0,4,4,1,0,3,4,0,0,1
"LOC111137965",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111130835",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC111108389",4,3,1,0,1,2,1,0,6,1,2,0,0,1,0
"LOC111099343",10,3,0,0,12,1,2,0,5,4,2,10,0,11,0
"LOC111114580",0,14,1,0,0,0,0,0,0,0,5,0,0,0,0
"LOC111114569",5,0,0,0,2,2,1,0,0,4,0,2,0,11,0
"LOC111102674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111136167",0,2,1,0,12,3,2,0,3,0,2,0,0,13,0
"LOC111123378",1,1,0,0,0,0,0,0,3,1,0,1,0,1,0
"LOC111123528",1,0,0,0,3,0,0,1,1,1,2,1,0,2,0
"LOC111105388",2,0,0,0,0,1,1,3,2,2,0,0,0,1,0
"LOC111129509",5,1,1,1,0,0,0,0,0,1,0,0,2,1,0
"LOC111138205",3,0,0,0,3,0,0,0,2,0,0,0,0,0,0
"LOC111135871",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC111129798",0,3,1,0,0,1,0,0,2,0,0,0,0,0,0
"LOC111132383",78,104,15,8,61,37,25,5,52,66,32,33,85,28,2
"LOC111133728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111133762",18,0,0,2,0,0,0,0,4,0,0,10,0,4,0
"LOC111125309",0,0,1,0,0,0,0,0,0,1,0,3,0,0,0
"LOC111102276",19,6,0,0,2,2,1,1,2,0,2,2,1,0,0
"LOC111110172",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111131103",2,3,1,0,3,2,1,0,0,2,1,0,0,2,0
"LOC111109225",1,0,0,0,0,0,0,0,14,2,2,0,0,1,0
"LOC111114067",0,18,2,0,0,1,0,0,8,0,1,2,0,0,0
"LOC111110162",0,2,0,0,2,0,2,1,0,2,3,3,0,0,0
"LOC111127387",1,8,1,0,9,1,5,0,11,7,4,0,0,3,0
"LOC111134181",4,1,0,0,3,1,2,0,0,2,1,2,0,2,0
"LOC111131784",1,6,0,0,0,0,0,0,4,0,2,0,0,0,0
"LOC111135438",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"LOC111134980",0,0,0,0,53,0,0,0,0,5,7,0,0,0,0
"LOC111134989",0,3,0,0,7,0,0,0,0,0,0,0,0,0,0
"LOC111119908",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"LOC111102334",2,3,0,0,2,1,0,0,0,0,0,1,0,0,0
"LOC111122585",0,26,0,0,4,0,1,0,0,0,0,0,0,1,0
"LOC111115568",5,0,0,0,1,0,0,0,0,0,4,0,0,3,0
"LOC111108546",2,0,0,0,13,0,0,0,0,1,2,0,0,0,0
"LOC111119464",6,0,1,1,3,0,2,0,3,1,1,0,0,3,0
"LOC111137167",4,1,1,0,4,0,2,0,2,1,2,1,0,0,0
"LOC111108563",0,0,0,0,20,0,0,1,0,2,5,0,0,0,0
"LOC111116050",3,3,0,0,2,0,0,0,1,1,0,2,0,2,0
"LOC111133219",54,73,21,5,68,26,40,14,72,33,32,20,20,31,380
"LOC111127765",2,0,2,0,11,2,0,1,9,1,6,1,0,8,0
"LOC111121911",4,1,0,0,6,0,0,0,2,0,2,0,0,4,0
"LOC111121953",0,3,0,1,0,1,1,0,4,1,1,0,0,0,0
"LOC111121840",0,4,0,0,1,0,0,0,2,0,0,1,0,0,0
"LOC111124447",0,0,0,0,0,0,5,0,2,1,0,2,0,3,0
"LOC111122442",3,12,0,1,12,0,1,1,10,2,0,2,0,0,0
"LOC111122440",3,7,2,0,1,1,3,0,1,1,5,7,0,2,0
"LOC111122445",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC111118795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111122441",0,0,0,0,8,0,0,0,0,1,2,0,0,0,0
"LOC111122451",9,7,0,0,3,0,2,0,6,6,3,1,0,5,0
"LOC111122149",8,0,0,0,2,0,0,0,1,0,5,2,0,2,0
"LOC111120665",0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
"LOC111120904",0,0,0,0,0,0,3,0,1,0,0,0,0,9,0
"LOC111120903",0,1,0,0,2,0,0,0,2,0,2,0,0,0,0
"LOC111118127",0,1,0,0,2,2,1,0,2,1,2,0,0,2,0
"LOC111121595",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC111122377",495,376,114,46,340,156,150,55,317,221,180,115,290,292,10
"LOC111120495",3,1,0,0,2,0,0,0,2,0,0,0,0,0,0
"LOC111121470",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"LOC111118661",0,1,0,0,0,0,0,0,7,0,0,0,0,0,0
"LOC111119495",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"LOC111118807",6,0,0,0,6,0,2,0,4,0,0,2,0,7,0
"LOC111119494",0,0,0,0,0,0,1,0,11,0,0,0,0,0,0
"LOC111119509",0,0,0,0,1,0,12,0,3,0,6,0,0,0,0
"LOC111119189",3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"LOC111120648",226,192,43,36,186,74,86,24,208,143,93,59,224,114,4
"LOC111121011",12,0,1,0,9,2,5,0,1,1,0,0,0,6,0
"LOC111122195",1,1,0,0,3,0,1,0,0,0,0,2,0,0,0
"LOC111118217",4,1,1,0,6,0,0,1,0,3,1,1,0,5,0
"LOC111119925",0,0,0,0,0,0,33,1,0,0,2,0,1,1,0
"LOC111118925",2,1,1,0,3,1,0,0,0,0,4,2,0,0,0
"LOC111118820",1,0,0,0,0,0,0,0,0,1,1,0,6,0,0
"LOC111121746",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"LOC111121726",3,3,0,1,2,1,2,0,1,1,0,0,0,1,0
"LOC111121728",0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
"LOC111121737",0,2,0,0,0,0,0,0,22,0,1,1,0,0,0
"LOC111121759",0,11,0,1,1,0,1,0,9,0,1,0,1,1,0
"LOC111121722",3,0,0,0,4,0,1,0,2,2,1,0,0,3,0
"LOC111121712",258,190,39,17,121,83,68,21,137,116,85,53,18,131,100
"LOC111121749",1,0,1,0,0,0,23,0,0,0,0,0,0,4,0
"LOC111121723",13,11,2,0,4,15,0,1,7,20,2,4,65,7,0
"LOC111121762",4,3,0,0,0,1,0,1,1,0,1,2,0,0,0
"LOC111121768",0,1,1,0,9,0,3,0,1,4,6,0,0,0,0
"LOC111122020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111120133",5,3,0,1,16,1,4,0,0,0,0,0,0,0,0
"LOC111118002",3,2,0,0,3,0,0,1,6,0,2,0,0,1,1
"LOC111118836",7,7,5,0,0,1,2,0,6,0,0,1,0,0,0
"LOC111120961",5,3,0,0,1,2,0,1,2,0,8,1,0,2,0
"LOC111120670",0,1,1,0,33,0,1,1,7,3,2,0,1,10,0
"LOC111121226",1,2,0,0,1,0,0,0,0,1,0,0,0,1,0
"LOC111118840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111119620",2,4,0,0,1,0,1,0,0,1,1,1,0,1,0
"LOC111119568",2,3,0,0,0,2,0,6,2,1,6,0,0,2,0
"LOC111118254",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC111118860",0,2,0,0,5,1,0,0,0,0,1,0,0,5,0
"LOC111118600",8,2,0,0,10,4,2,0,4,4,2,0,0,4,0
"LOC111118651",0,0,0,0,0,0,0,0,3,0,0,5,0,0,0
"LOC111118373",7,3,0,0,8,0,2,0,5,0,1,3,1,2,0
"LOC111118374",0,1,0,0,1,0,0,0,3,0,3,0,0,0,0
"LOC111122319",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"LOC111118493",11,1,0,0,1,0,0,1,8,3,0,2,1,4,0
"LOC111121310",11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC111118102",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"LOC111119766",0,8,2,0,16,3,2,0,5,3,2,0,0,0,0
"LOC111117989",0,0,0,0,6,0,1,1,6,2,0,0,0,5,0
"LOC111122401",1,0,5,2,0,0,1,0,6,0,0,0,0,0,0
"LOC111119000",10,5,1,0,4,4,0,1,9,3,1,6,0,5,0
"LOC111121617",0,1,8,0,0,0,1,0,0,0,0,0,0,0,0
"LOC111119733",2,5,2,0,2,0,2,0,3,2,2,1,1,3,0
"LOC111119732",0,3,0,0,2,0,0,1,0,0,0,0,0,0,0
"LOC111118241",1,0,0,0,1,0,0,0,0,0,5,11,0,0,0
"LOC111122276",5,8,1,0,20,1,5,0,2,3,4,0,1,1,0
"LOC111120505",12,2,0,0,5,1,3,0,13,2,10,2,0,8,0
"LOC111121578",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC111121914",0,1,5,0,1,4,0,0,0,0,3,0,0,0,0
"LOC111118908",0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"LOC111121413",3,0,0,3,2,0,0,0,3,0,2,0,0,1,0
"LOC111121236",0,3,1,0,3,0,2,0,2,0,0,0,0,0,0
"LOC111121315",3,0,2,0,2,0,1,0,1,0,4,0,1,1,0
"LOC111121623",1,2,0,0,2,0,2,0,12,3,1,1,0,0,0
"LOC111122098",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"LOC111119465",0,0,0,0,6,0,0,0,6,0,2,0,0,1,0
"LOC111120140",13,6,1,0,9,0,0,0,3,0,2,0,2,8,0
"LOC111121533",0,0,0,0,2,0,2,1,15,0,5,0,0,4,0
"LOC111118942",0,2,0,0,1,2,0,0,0,0,2,0,0,1,0
"LOC111119392",41,74,10,1,53,14,22,4,66,31,23,25,4,27,70
"LOC111118141",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
