"GO.IDs","GOslim","Term","gene_id"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111128552"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111119594"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111101518"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111117852"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111138498"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111108855"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111117452"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111126317"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111100906"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111137056"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111128222"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111128553"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111109732"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111122079"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111122038"
"GO:0051225","GO:0007010;GO:0007059","cytoskeleton organization;chromosome segregation","LOC111123500"
"GO:0051228","GO:0000278;GO:0007010","mitotic cell cycle;cytoskeleton organization","LOC111121134"
"GO:0051228","GO:0000278;GO:0007010","mitotic cell cycle;cytoskeleton organization","LOC111120710"
"GO:0051251","GO:0002376","immune system process","LOC111108604"
"GO:0051251","GO:0002376","immune system process","LOC111108605"
"GO:0051251","GO:0002376","immune system process","LOC111107233"
"GO:0051251","GO:0002376","immune system process","LOC111107234"
"GO:0051256","GO:0000278;GO:0007010;GO:0007059;GO:0140014","mitotic cell cycle;cytoskeleton organization;chromosome segregation;mitotic nuclear division","LOC111131281"
"GO:0051256","GO:0000278;GO:0007010;GO:0007059;GO:0140014","mitotic cell cycle;cytoskeleton organization;chromosome segregation;mitotic nuclear division","LOC111132123"
"GO:0051259","GO:0065003","protein-containing complex assembly","LOC111128899"
"GO:0051259","GO:0065003","protein-containing complex assembly","LOC111129053"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111131284"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111137272"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111134045"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111136065"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111129858"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111137305"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111105151"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111137793"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111105532"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111125738"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111132455"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111137207"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111126957"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111126033"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111107986"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111129819"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111138200"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111119471"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111138343"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111127524"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111136126"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111113158"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111113499"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111108064"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111128649"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111129281"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111133944"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111115477"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111126267"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111131168"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111112532"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111107271"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111133067"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111119532"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111138394"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111136055"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111126268"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111132718"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111126753"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111103225"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111131065"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111125718"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111119120"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111128089"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111112773"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111115722"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111115407"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111106907"
"GO:0051260","GO:0065003","protein-containing complex assembly","LOC111101590"
"GO:0051262","GO:0065003","protein-containing complex assembly","LOC111125571"
"GO:0051262","GO:0065003","protein-containing complex assembly","LOC111133472"
"GO:0051262","GO:0065003","protein-containing complex assembly","LOC111128396"
"GO:0051289","GO:0065003","protein-containing complex assembly","LOC111121920"
"GO:0051289","GO:0065003","protein-containing complex assembly","LOC111114229"
"GO:0051289","GO:0065003","protein-containing complex assembly","LOC111122125"
"GO:0051293","GO:0007010","cytoskeleton organization","LOC111122299"
"GO:0051294","GO:0007010;GO:0007163","cytoskeleton organization;establishment or maintenance of cell polarity","LOC111120512"
"GO:0051295","GO:0007010;GO:0022414","cytoskeleton organization;reproductive process","LOC111125042"
"GO:0051295","GO:0007010;GO:0022414","cytoskeleton organization;reproductive process","LOC111129464"
"GO:0051295","GO:0007010;GO:0022414","cytoskeleton organization;reproductive process","LOC111134950"
"GO:0051295","GO:0007010;GO:0022414","cytoskeleton organization;reproductive process","LOC111135247"
"GO:0051298","GO:0007010","cytoskeleton organization","LOC111120587"
"GO:0051298","GO:0007010","cytoskeleton organization","LOC111134008"
"GO:0051298","GO:0007010","cytoskeleton organization","LOC111117452"
"GO:0051298","GO:0007010","cytoskeleton organization","LOC111119859"
"GO:0051298","GO:0007010","cytoskeleton organization","LOC111134927"
"GO:0051298","GO:0007010","cytoskeleton organization","LOC111120292"
"GO:0051299","GO:0007010","cytoskeleton organization","LOC111133898"
"GO:0051306","GO:0000278;GO:0007059;GO:0140014","mitotic cell cycle;chromosome segregation;mitotic nuclear division","LOC111111493"
"GO:0051307","GO:0007059;GO:0022414;GO:0140013","chromosome segregation;reproductive process;meiotic nuclear division","LOC111128436"
"GO:0051307","GO:0007059;GO:0022414;GO:0140013","chromosome segregation;reproductive process;meiotic nuclear division","LOC111128534"
"GO:0051308","GO:0007059;GO:0022414;GO:0140013","chromosome segregation;reproductive process;meiotic nuclear division","LOC111105084"
"GO:0051310","GO:0007059","chromosome segregation","LOC111120125"
"GO:0051310","GO:0007059","chromosome segregation","LOC111128864"
"GO:0051310","GO:0007059","chromosome segregation","LOC111116905"
"GO:0051315","GO:0000278;GO:0007059;GO:0140014","mitotic cell cycle;chromosome segregation;mitotic nuclear division","LOC111120165"
"GO:0051315","GO:0000278;GO:0007059;GO:0140014","mitotic cell cycle;chromosome segregation;mitotic nuclear division","LOC111118913"
"GO:0051315","GO:0000278;GO:0007059;GO:0140014","mitotic cell cycle;chromosome segregation;mitotic nuclear division","LOC111126458"
"GO:0051315","GO:0000278;GO:0007059;GO:0140014","mitotic cell cycle;chromosome segregation;mitotic nuclear division","LOC111120345"
"GO:0051315","GO:0000278;GO:0007059;GO:0140014","mitotic cell cycle;chromosome segregation;mitotic nuclear division","LOC111118915"
"GO:0051315","GO:0000278;GO:0007059;GO:0140014","mitotic cell cycle;chromosome segregation;mitotic nuclear division","LOC111120939"
"GO:0051321","GO:0022414","reproductive process","LOC111101518"
"GO:0051321","GO:0022414","reproductive process","LOC111136780"
"GO:0051321","GO:0022414","reproductive process","LOC111100906"
"GO:0051321","GO:0022414","reproductive process","LOC111128222"
"GO:0051321","GO:0022414","reproductive process","LOC111134654"
"GO:0051321","GO:0022414","reproductive process","LOC111104618"
"GO:0051321","GO:0022414","reproductive process","LOC111130093"
"GO:0051321","GO:0022414","reproductive process","LOC111138498"
"GO:0051321","GO:0022414","reproductive process","LOC111124544"
"GO:0051382","GO:0065003","protein-containing complex assembly","LOC111121397"
"GO:0051382","GO:0065003","protein-containing complex assembly","LOC111120345"
"GO:0051382","GO:0065003","protein-containing complex assembly","LOC111120584"
"GO:0051382","GO:0065003","protein-containing complex assembly","LOC111125291"
"GO:0051382","GO:0065003","protein-containing complex assembly","LOC111118366"
"GO:0051382","GO:0065003","protein-containing complex assembly","LOC111133736"
"GO:0051402","GO:0012501","programmed cell death","LOC111105388"
"GO:0051402","GO:0012501","programmed cell death","LOC111110930"
"GO:0051402","GO:0012501","programmed cell death","LOC111101553"
"GO:0051403","GO:0023052","signaling","LOC111122178"
"GO:0051445","GO:0022414","reproductive process","LOC111110337"
"GO:0051445","GO:0022414","reproductive process","LOC111110369"
"GO:0051455","GO:0007059;GO:0022414;GO:0140013","chromosome segregation;reproductive process;meiotic nuclear division","LOC111120345"
"GO:0051460","GO:0023052;GO:0050886","signaling;endocrine process","LOC111115042"
"GO:0051460","GO:0023052;GO:0050886","signaling;endocrine process","LOC111115643"
"GO:0051493","GO:0007010","cytoskeleton organization","LOC111137936"
"GO:0051493","GO:0007010","cytoskeleton organization","LOC111137112"
"GO:0051493","GO:0007010","cytoskeleton organization","LOC111137947"
"GO:0051493","GO:0007010","cytoskeleton organization","LOC111123358"
"GO:0051496","GO:0007010","cytoskeleton organization","LOC111132467"
"GO:0051496","GO:0007010","cytoskeleton organization","LOC111137059"
"GO:0051497","GO:0007010","cytoskeleton organization","LOC111136139"
"GO:0051583","GO:0023052","signaling","LOC111135901"
"GO:0051583","GO:0023052","signaling","LOC111134386"
"GO:0051598","GO:0022414;GO:0023052;GO:0140013","reproductive process;signaling;meiotic nuclear division","LOC111136675"
"GO:0051603","GO:0030163","protein catabolic process","LOC111121120"
"GO:0051603","GO:0030163","protein catabolic process","LOC111129849"
"GO:0051603","GO:0030163","protein catabolic process","LOC111125779"
"GO:0051603","GO:0030163","protein catabolic process","LOC111128551"
"GO:0051603","GO:0030163","protein catabolic process","LOC111133428"
"GO:0051603","GO:0030163","protein catabolic process","LOC111138065"
"GO:0051603","GO:0030163","protein catabolic process","LOC111122564"
"GO:0051603","GO:0030163","protein catabolic process","LOC111129158"
"GO:0051603","GO:0030163","protein catabolic process","LOC111116469"
"GO:0051603","GO:0030163","protein catabolic process","LOC111136462"
"GO:0051603","GO:0030163","protein catabolic process","LOC111113026"
"GO:0051603","GO:0030163","protein catabolic process","LOC111126013"
"GO:0051603","GO:0030163","protein catabolic process","LOC111113028"
"GO:0051603","GO:0030163","protein catabolic process","LOC111113029"
"GO:0051603","GO:0030163","protein catabolic process","LOC111125656"
"GO:0051603","GO:0030163","protein catabolic process","LOC111136303"
"GO:0051603","GO:0030163","protein catabolic process","LOC111136644"
"GO:0051603","GO:0030163","protein catabolic process","LOC111113586"
"GO:0051603","GO:0030163","protein catabolic process","LOC111129848"
"GO:0051603","GO:0030163","protein catabolic process","LOC111111564"
"GO:0051603","GO:0030163","protein catabolic process","LOC111126710"
"GO:0051603","GO:0030163","protein catabolic process","LOC111122651"
"GO:0051603","GO:0030163","protein catabolic process","LOC111113025"
"GO:0051603","GO:0030163","protein catabolic process","LOC111107171"
"GO:0051603","GO:0030163","protein catabolic process","LOC111123154"
"GO:0051603","GO:0030163","protein catabolic process","LOC111121013"
"GO:0051603","GO:0030163","protein catabolic process","LOC111125197"
"GO:0051603","GO:0030163","protein catabolic process","LOC111106576"
"GO:0051603","GO:0030163","protein catabolic process","LOC111122563"
"GO:0051603","GO:0030163","protein catabolic process","LOC111123637"
"GO:0051603","GO:0030163","protein catabolic process","LOC111128494"
"GO:0051603","GO:0030163","protein catabolic process","LOC111101895"
"GO:0051607","GO:0098542","defense response to other organism","LOC111134907"
"GO:0051607","GO:0098542","defense response to other organism","LOC111104299"
"GO:0051607","GO:0098542","defense response to other organism","LOC111138247"
"GO:0051607","GO:0098542","defense response to other organism","LOC111136962"
"GO:0051607","GO:0098542","defense response to other organism","LOC111120668"
"GO:0051607","GO:0098542","defense response to other organism","LOC111099139"
"GO:0051607","GO:0098542","defense response to other organism","LOC111136963"
"GO:0051639","GO:0007010","cytoskeleton organization","LOC111136591"
"GO:0051639","GO:0007010","cytoskeleton organization","LOC111134950"
"GO:0051639","GO:0007010","cytoskeleton organization","LOC111134230"
"GO:0051639","GO:0007010","cytoskeleton organization","LOC111128535"
"GO:0051639","GO:0007010","cytoskeleton organization","LOC111128536"
"GO:0051639","GO:0007010","cytoskeleton organization","LOC111135247"
"GO:0051694","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111114836"
"GO:0051694","GO:0007010;GO:0065003","cytoskeleton organization;protein-containing complex assembly","LOC111115624"
"GO:0051712","GO:0012501","programmed cell death","LOC111107233"
"GO:0051712","GO:0012501","programmed cell death","LOC111108605"
"GO:0051712","GO:0012501","programmed cell death","LOC111107234"
"GO:0051712","GO:0012501","programmed cell death","LOC111108604"
"GO:0051764","GO:0007010","cytoskeleton organization","LOC111102036"
"GO:0051764","GO:0007010","cytoskeleton organization","LOC111100869"
"GO:0051764","GO:0007010","cytoskeleton organization","LOC111102038"
"GO:0051764","GO:0007010","cytoskeleton organization","LOC111133445"
"GO:0051764","GO:0007010","cytoskeleton organization","LOC111120684"
"GO:0051792","GO:0006629","lipid metabolic process","LOC111133709"
"GO:0051792","GO:0006629","lipid metabolic process","LOC111112160"
"GO:0051792","GO:0006629","lipid metabolic process","LOC111116970"
"GO:0051793","GO:0006629","lipid metabolic process","LOC111133709"
"GO:0051793","GO:0006629","lipid metabolic process","LOC111124193"
"GO:0051793","GO:0006629","lipid metabolic process","LOC111112160"
"GO:0051793","GO:0006629","lipid metabolic process","LOC111116970"
"GO:0051895","GO:0007155;GO:0034330","cell adhesion;cell junction organization","LOC111120133"
"GO:0051896","GO:0023052","signaling","LOC111119254"
"GO:0051896","GO:0023052","signaling","LOC111128465"
"GO:0051896","GO:0023052","signaling","LOC111135213"
"GO:0051897","GO:0023052","signaling","LOC111119689"
"GO:0051898","GO:0023052","signaling","LOC111120921"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111106823"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111127583"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111114743"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111136302"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111129813"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111099643"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111109753"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111134291"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111117769"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111114734"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111122710"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111127935"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111109452"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111130176"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111136753"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111125332"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111134301"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111106902"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111125327"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111099652"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111102465"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111122779"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111136745"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111125322"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111129812"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111113860"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111109550"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111114753"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111110170"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111130175"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111134307"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111129811"
"GO:0051923","GO:0006790","sulfur compound metabolic process","LOC111110187"
"GO:0051960","GO:0048856","anatomical structure development","LOC111107552"
"GO:0051965","GO:0034330;GO:0048856","cell junction organization;anatomical structure development","LOC111133044"
"GO:0051965","GO:0034330;GO:0048856","cell junction organization;anatomical structure development","LOC111133043"
"GO:0051966","GO:0023052","signaling","LOC111104100"
"GO:0051966","GO:0023052","signaling","LOC111133091"
"GO:0051966","GO:0023052","signaling","LOC111110409"
"GO:0051966","GO:0023052","signaling","LOC111106617"
"GO:0051966","GO:0023052","signaling","LOC111135320"
"GO:0051966","GO:0023052","signaling","LOC111102817"
"GO:0051966","GO:0023052","signaling","LOC111134683"
"GO:0051966","GO:0023052","signaling","LOC111104676"
"GO:0051966","GO:0023052","signaling","LOC111103192"
"GO:0051966","GO:0023052","signaling","LOC111118800"
"GO:0051966","GO:0023052","signaling","LOC111133947"
"GO:0051966","GO:0023052","signaling","LOC111104269"
"GO:0051966","GO:0023052","signaling","LOC111108727"
"GO:0051966","GO:0023052","signaling","LOC111134582"
"GO:0051966","GO:0023052","signaling","LOC111110289"
"GO:0051966","GO:0023052","signaling","LOC111133092"
"GO:0051968","GO:0023052","signaling","LOC111118773"
"GO:0051968","GO:0023052","signaling","LOC111118759"
"GO:0051968","GO:0023052","signaling","LOC111122420"
"GO:0051968","GO:0023052","signaling","LOC111121946"
"GO:0051968","GO:0023052","signaling","LOC111121225"
"GO:0051983","GO:0007059","chromosome segregation","LOC111099458"
"GO:0051999","GO:0006629;GO:1901135","lipid metabolic process;carbohydrate derivative metabolic process","LOC111131405"
"GO:0051999","GO:0006629;GO:1901135","lipid metabolic process;carbohydrate derivative metabolic process","LOC111131556"
"GO:0052651","GO:0006629","lipid metabolic process","LOC111129340"
"GO:0052651","GO:0006629","lipid metabolic process","LOC111128683"
"GO:0052651","GO:0006629","lipid metabolic process","LOC111125297"
"GO:0052651","GO:0006629","lipid metabolic process","LOC111128491"
"GO:0055001","GO:0030154;GO:0048856","cell differentiation;anatomical structure development","LOC111128063"
"GO:0055117","GO:0003012;GO:0003013","muscle system process;circulatory system process","LOC111122316"
"GO:0055129","GO:0006520","amino acid metabolic process","LOC111130632"
"GO:0055129","GO:0006520","amino acid metabolic process","LOC111128747"
"GO:0055129","GO:0006520","amino acid metabolic process","LOC111128753"
"GO:0060047","GO:0003013","circulatory system process","LOC111126214"
"GO:0060047","GO:0003013","circulatory system process","LOC111136544"
"GO:0060055","GO:0042060;GO:0048856","wound healing;anatomical structure development","LOC111124590"
"GO:0060070","GO:0023052","signaling","LOC111137758"
"GO:0060070","GO:0023052","signaling","LOC111124633"
"GO:0060070","GO:0023052","signaling","LOC111108394"
"GO:0060070","GO:0023052","signaling","LOC111103916"
"GO:0060070","GO:0023052","signaling","LOC111103593"
"GO:0060070","GO:0023052","signaling","LOC111106534"
"GO:0060070","GO:0023052","signaling","LOC111100180"
"GO:0060070","GO:0023052","signaling","LOC111134023"
"GO:0060070","GO:0023052","signaling","LOC111115598"
"GO:0060070","GO:0023052","signaling","LOC111136584"
"GO:0060070","GO:0023052","signaling","LOC111132932"
"GO:0060070","GO:0023052","signaling","LOC111126881"
"GO:0060070","GO:0023052","signaling","LOC111135398"
"GO:0060070","GO:0023052","signaling","LOC111117761"
"GO:0060070","GO:0023052","signaling","LOC111126651"
"GO:0060070","GO:0023052","signaling","LOC111133687"
"GO:0060070","GO:0023052","signaling","LOC111126345"
"GO:0060070","GO:0023052","signaling","LOC111121327"
"GO:0060070","GO:0023052","signaling","LOC111124875"
"GO:0060070","GO:0023052","signaling","LOC111127135"
"GO:0060070","GO:0023052","signaling","LOC111118586"
"GO:0060070","GO:0023052","signaling","LOC111106516"
"GO:0060070","GO:0023052","signaling","LOC111122602"
"GO:0060070","GO:0023052","signaling","LOC111118000"
"GO:0060070","GO:0023052","signaling","LOC111110219"
"GO:0060070","GO:0023052","signaling","LOC111133318"
"GO:0060070","GO:0023052","signaling","LOC111132156"
"GO:0060070","GO:0023052","signaling","LOC111109611"
"GO:0060070","GO:0023052","signaling","LOC111106587"
"GO:0060070","GO:0023052","signaling","LOC111135626"
"GO:0060071","GO:0023052;GO:0048856","signaling;anatomical structure development","LOC111125644"
"GO:0060071","GO:0023052;GO:0048856","signaling;anatomical structure development","LOC111125819"
"GO:0060169","GO:0023052","signaling","LOC111131673"
"GO:0060213","GO:0016071","mRNA metabolic process","LOC111118216"
"GO:0060213","GO:0016071","mRNA metabolic process","LOC111130698"
"GO:0060213","GO:0016071","mRNA metabolic process","LOC111130689"
"GO:0060234","GO:0007155","cell adhesion","LOC111122837"
"GO:0060236","GO:0000278;GO:0007010","mitotic cell cycle;cytoskeleton organization","LOC111116860"
"GO:0060236","GO:0000278;GO:0007010","mitotic cell cycle;cytoskeleton organization","LOC111132092"
"GO:0060236","GO:0000278;GO:0007010","mitotic cell cycle;cytoskeleton organization","LOC111123306"
"GO:0060236","GO:0000278;GO:0007010","mitotic cell cycle;cytoskeleton organization","LOC111101703"
"GO:0060236","GO:0000278;GO:0007010","mitotic cell cycle;cytoskeleton organization","LOC111132031"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111121950"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111112611"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111112556"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111116457"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111112275"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111113799"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111128252"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111100446"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111130690"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111100447"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111112027"
"GO:0060261","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription","LOC111118780"
"GO:0060271","GO:0044782","cilium organization","LOC111120808"
"GO:0060271","GO:0044782","cilium organization","LOC111125676"
"GO:0060271","GO:0044782","cilium organization","LOC111121573"
"GO:0060271","GO:0044782","cilium organization","LOC111124838"
"GO:0060271","GO:0044782","cilium organization","LOC111118143"
"GO:0060271","GO:0044782","cilium organization","LOC111106219"
"GO:0060271","GO:0044782","cilium organization","LOC111125103"
"GO:0060271","GO:0044782","cilium organization","LOC111110828"
"GO:0060271","GO:0044782","cilium organization","LOC111124715"
"GO:0060271","GO:0044782","cilium organization","LOC111106953"
"GO:0060271","GO:0044782","cilium organization","LOC111099093"
"GO:0060271","GO:0044782","cilium organization","LOC111109839"
"GO:0060271","GO:0044782","cilium organization","LOC111118579"
"GO:0060271","GO:0044782","cilium organization","LOC111135089"
"GO:0060271","GO:0044782","cilium organization","LOC111118797"
"GO:0060271","GO:0044782","cilium organization","LOC111109886"
"GO:0060271","GO:0044782","cilium organization","LOC111138059"
"GO:0060271","GO:0044782","cilium organization","LOC111130072"
"GO:0060271","GO:0044782","cilium organization","LOC111115715"
"GO:0060271","GO:0044782","cilium organization","LOC111134972"
"GO:0060271","GO:0044782","cilium organization","LOC111126300"
"GO:0060271","GO:0044782","cilium organization","LOC111119171"
"GO:0060271","GO:0044782","cilium organization","LOC111108799"
"GO:0060271","GO:0044782","cilium organization","LOC111134148"
"GO:0060271","GO:0044782","cilium organization","LOC111122725"
"GO:0060271","GO:0044782","cilium organization","LOC111124999"
"GO:0060271","GO:0044782","cilium organization","LOC111121925"
"GO:0060271","GO:0044782","cilium organization","LOC111132799"
"GO:0060271","GO:0044782","cilium organization","LOC111133353"
"GO:0060271","GO:0044782","cilium organization","LOC111132810"
"GO:0060271","GO:0044782","cilium organization","LOC111134366"
"GO:0060271","GO:0044782","cilium organization","LOC111127105"
"GO:0060271","GO:0044782","cilium organization","LOC111135939"
"GO:0060271","GO:0044782","cilium organization","LOC111117996"
"GO:0060271","GO:0044782","cilium organization","LOC111135637"
"GO:0060271","GO:0044782","cilium organization","LOC111137794"
"GO:0060271","GO:0044782","cilium organization","LOC111120729"
"GO:0060271","GO:0044782","cilium organization","LOC111130892"
"GO:0060271","GO:0044782","cilium organization","LOC111107620"
"GO:0060271","GO:0044782","cilium organization","LOC111134864"
"GO:0060271","GO:0044782","cilium organization","LOC111119215"
"GO:0060271","GO:0044782","cilium organization","LOC111129512"
"GO:0060271","GO:0044782","cilium organization","LOC111124849"
"GO:0060271","GO:0044782","cilium organization","LOC111124722"
"GO:0060271","GO:0044782","cilium organization","LOC111129250"
"GO:0060271","GO:0044782","cilium organization","LOC111100645"
"GO:0060271","GO:0044782","cilium organization","LOC111133209"
"GO:0060271","GO:0044782","cilium organization","LOC111127072"
"GO:0060271","GO:0044782","cilium organization","LOC111105904"
"GO:0060271","GO:0044782","cilium organization","LOC111099112"
"GO:0060271","GO:0044782","cilium organization","LOC111120826"
"GO:0060271","GO:0044782","cilium organization","LOC111106830"
"GO:0060271","GO:0044782","cilium organization","LOC111130439"
"GO:0060271","GO:0044782","cilium organization","LOC111099776"
"GO:0060271","GO:0044782","cilium organization","LOC111124663"
"GO:0060271","GO:0044782","cilium organization","LOC111112253"
"GO:0060271","GO:0044782","cilium organization","LOC111126629"
"GO:0060271","GO:0044782","cilium organization","LOC111136390"
"GO:0060271","GO:0044782","cilium organization","LOC111130289"
"GO:0060271","GO:0044782","cilium organization","LOC111137481"
"GO:0060271","GO:0044782","cilium organization","LOC111135199"
"GO:0060271","GO:0044782","cilium organization","LOC111120071"
"GO:0060271","GO:0044782","cilium organization","LOC111120700"
"GO:0060271","GO:0044782","cilium organization","LOC111138025"
"GO:0060271","GO:0044782","cilium organization","LOC111122944"
"GO:0060271","GO:0044782","cilium organization","LOC111101594"
"GO:0060271","GO:0044782","cilium organization","LOC111100875"
"GO:0060271","GO:0044782","cilium organization","LOC111125754"
